Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1,Eval Granularity,Source Eval Samples,Recording Groups
MV-ACC-CIL,Initial,Day 1,day1_eval_initial_recording_majority,10,-,-,-,30,0.7666666666666667,0.7666666666666667,,0.7666666666666667,0.0,0.7407142857142858,recording_majority_vote,420,30
MV-ACC-CIL,After R1,Day 2,eval_r1_recording_majority_15_seen,15,5,5,5,45,0.4222222222222222,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.30000000000000004,0.2848677248677249,recording_majority_vote,630,45
MV-ACC-CIL,After R2,Day 3,eval_r2_recording_majority_20_seen,20,5,5,5,60,0.36666666666666664,0.37777777777777777,0.3333333333333333,0.4,0.3666666666666667,0.27055555555555555,recording_majority_vote,840,60
MV-ACC-CIL,After R3,Day 4,eval_r3_recording_majority_25_seen,25,5,5,5,75,0.25333333333333335,0.16666666666666666,0.6,0.3,0.46666666666666673,0.15153178847296495,recording_majority_vote,1050,75
