Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN
Joint discovery refinement,R1_refined,Day 2,5,490,5,5,0,1.0,1.0,0,5,0.0,0.3623445816520821,0.31424842694254274,0.5081632653061224,0.49387755102040815,GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5253644640419884, 'silhouette': 0.2136807143688202, 'balance': 0.7892003556956865, 'stability': 1.0, 'cluster_size_cv': 0.267105358966155}, 'kmeans_graph': {'score': 0.30649024123220037, 'silhouette': 0.13192620873451233, 'balance': 0.6939963875600725, 'stability': 0.3805261956648164, 'cluster_size_cv': 0.4409296905935835}, 'agglomerative_joint': {'score': 0.4707682998314101, 'silhouette': 0.19966429471969604, 'balance': 0.8117068968618821, 'stability': 0.7944462334528033, 'cluster_size_cv': 0.2319717916233959}}",0.2136807143688202,0.3099624812602997,0.6068403720855713,0.4239976704120636,0.07289505749940872,1.0,0.267105358966155,False
Joint discovery refinement,R2_refined,Day 3,5,490,5,5,0,1.0,1.0,0,5,0.0,0.2884740719709024,0.2266752551668348,0.49387755102040815,0.48775510204081635,GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5126973489561643, 'silhouette': 0.16712646186351776, 'balance': 0.8538889746561471, 'stability': 1.0, 'cluster_size_cv': 0.17111243929890352}, 'kmeans_graph': {'score': 0.2825002209495692, 'silhouette': 0.08863285928964615, 'balance': 0.6863517691584916, 'stability': 0.385927178034262, 'cluster_size_cv': 0.45697883350116514}, 'agglomerative_joint': {'score': 0.34572714638883917, 'silhouette': 0.14994493126869202, 'balance': 0.7042588966779038, 'stability': 0.4896226194219112, 'cluster_size_cv': 0.41993236396040146}}",0.16712646186351776,0.2628098130226135,0.5835632085800171,0.3796679377555847,0.03798028454184532,1.0,0.17111243929890352,False
Joint discovery refinement,R3_refined,Day 4,5,490,5,5,0,1.0,1.0,0,5,0.0,0.5093664025712027,0.4282860199213453,0.6326530612244898,0.6183673469387755,GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5370846708193232, 'silhouette': 0.23917590081691742, 'balance': 0.7776896268500934, 'stability': 1.0, 'cluster_size_cv': 0.2858600211119429}, 'kmeans_graph': {'score': 0.4186436054432002, 'silhouette': 0.18268176913261414, 'balance': 0.7510862893372859, 'stability': 0.6718054982112207, 'cluster_size_cv': 0.3314049453390246}, 'agglomerative_joint': {'score': 0.5117638226738426, 'silhouette': 0.2314072549343109, 'balance': 0.7795545873570559, 'stability': 0.9143156599542414, 'cluster_size_cv': 0.2827838052885122}}",0.23917590081691742,0.34683898091316223,0.6195878982543945,0.4556264281272888,0.072132408618927,1.0,0.2858600211119429,False
