Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.3825396825396825,0.05952380952380948,0.23214285714285715,0.1071428571428571,0.18476190476190477,0.1547619047619047,0.2664814814814815,0.1071428571428571
LwF,0.36984126984126986,0.057142857142857106,0.2857142857142857,0.10952380952380947,0.21523809523809523,0.1547619047619047,0.2902645502645503,0.1071428571428571
iCaRL,0.42063492063492064,0.06428571428571428,0.3595238095238095,0.04999999999999993,0.2923809523809524,0.1261904761904762,0.3575132275132275,0.08015873015873014
EEIL,0.38412698412698415,0.10238095238095235,0.2571428571428571,0.10238095238095235,0.24476190476190476,0.0928571428571428,0.2953439153439153,0.09920634920634917
TPCIL-style,0.4365079365079365,0.01904761904761898,0.3630952380952381,0.030952380952380953,0.2742857142857143,0.14523809523809522,0.357962962962963,0.06507936507936506
DOI-style,0.4031746031746032,0.08095238095238094,0.3535714285714286,0.052380952380952306,0.29904761904761906,0.12857142857142856,0.35193121693121693,0.08730158730158727
MV-ACC-CIL,0.3888888888888889,0.17142857142857143,0.3119047619047619,0.18333333333333335,0.24571428571428572,0.2833333333333333,0.3155026455026455,0.2126984126984127
