Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,2100,10,10,0,1.0,10,0.0,0.9541283998020786,0.9456737821045704,0.9747619047619047,0.9747619047619047,fixed_alpha,0.7,12,0,0.74,128,128,1.0,0.7997674942016602,0.6828385591506958,False,0,1.75,0.3,,94,0.045,5
MV-ACC-CIL discovery,R2,Day 3,10,2100,10,10,0,1.0,10,0.0,0.9269080356009273,0.8797363730629736,0.9319047619047619,0.9319047619047619,fixed_alpha,0.7,12,0,0.74,18,18,1.0,0.8669902682304382,0.7264164090156555,False,0,1.75,0.3,,94,0.045,5
MV-ACC-CIL discovery,R3,Day 4,10,2100,10,10,0,1.0,10,0.0,0.9500543292577501,0.9262105590435672,0.9628571428571429,0.9628571428571429,fixed_alpha,0.7,12,0,0.74,21,21,1.0,0.8275007605552673,0.6609256267547607,False,0,1.75,0.3,,94,0.045,5
