dim1,dim2,operational_label,is_current_round
-1.610380363464355469e+01,-4.202335357666015625e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.453958511352539062e+01,-2.884199619293212891e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.362069129943847656e+01,-2.297801971435546875e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.786555862426757812e+01,-7.048093795776367188e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.422360897064208984e+01,-7.911268234252929688e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.231684875488281250e+01,-2.345924139022827148e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.146712398529052734e+01,-7.172614097595214844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.123128128051757812e+01,-2.537711858749389648e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.019171905517578125e+01,-3.842383623123168945e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.763396835327148438e+01,-6.725158691406250000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.755064010620117188e+01,-6.393151283264160156e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.006851100921630859e+01,-4.639761924743652344e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.612857055664062500e+01,-4.258099555969238281e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.632251739501953125e+01,-4.565391540527343750e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.678827285766601562e+01,-7.075767993927001953e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.455552482604980469e+01,-7.832090854644775391e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.772290039062500000e+01,-7.028158187866210938e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.105809783935546875e+01,-2.634794235229492188e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.201830101013183594e+01,-2.681339979171752930e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.541639137268066406e+01,-3.533209800720214844e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.673461532592773438e+01,-6.994743347167968750e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.233057594299316406e+01,-7.872710704803466797e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.149455070495605469e+01,-2.142874002456665039e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.004141998291015625e+01,-4.851925849914550781e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.295916461944580078e+01,-8.510038375854492188e+00,0.000000000000000000e+00,0.000000000000000000e+00
