Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,Recording-GPCC Backend,Recording-GPCC Groups,Recording-GPCC Target Clusters,Recording-GPCC Mean Group Size,Recording-GPCC Min Group Size,Recording-GPCC Max Group Size,Recording-GPCC Confidence Mean,Recording-GPCC Compactness Mean,Group GPCC Backend,Group GPCC Target Clusters,Group GPCC Selected Candidate,Group GPCC Candidate Scores,Group GPCC Silhouette,Group GPCC Prototype Margin Mean,Group GPCC Silhouette Confidence Mean,Group GPCC Confidence Mean,Group GPCC Confidence Min,Group GPCC Cluster Stability,Group GPCC Cluster Size CV,Group GPCC Uses HDBSCAN
Joint discovery refinement,R1_refined,Day 2,5,490,5,5,0,1.0,1.0,0,5,0.0,0.44510689304912343,0.31023938223938224,0.5142857142857142,0.5142857142857142,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.4440958499908447,0.3913525640964508,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5459800626873512, 'silhouette': 0.24466457962989807, 'balance': 0.8070727194545361, 'stability': 1.0, 'cluster_size_cv': 0.23904572152538484}, 'kmeans_graph': {'score': 0.4170304684678354, 'silhouette': 0.1672971248626709, 'balance': 0.831925639846311, 'stability': 0.634527687296417, 'cluster_size_cv': 0.20203050862182714}, 'agglomerative_joint': {'score': 0.5459800626873512, 'silhouette': 0.24466457962989807, 'balance': 0.8070727194545361, 'stability': 1.0, 'cluster_size_cv': 0.23904572152538484}}",0.24466457962989807,0.4351823329925537,0.6223323345184326,0.5173318982124329,0.29989948868751526,1.0,0.23904572152538484,False
Joint discovery refinement,R2_refined,Day 3,5,490,5,5,0,1.0,1.0,0,5,0.0,0.44166654904688724,0.28732644017725256,0.4857142857142857,0.45714285714285713,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.43656373023986816,0.3861043453216553,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5222232245380797, 'silhouette': 0.23954974114894867, 'balance': 0.7023543345307897, 'stability': 1.0, 'cluster_size_cv': 0.4237827700857768}, 'kmeans_graph': {'score': 0.44306175880515136, 'silhouette': 0.21899542212486267, 'balance': 0.7777777780246913, 'stability': 0.6682348841261544, 'cluster_size_cv': 0.2857142853061225}, 'agglomerative_joint': {'score': 0.5070507835444475, 'silhouette': 0.2437143325805664, 'balance': 0.6765481288058928, 'stability': 0.9507930994558296, 'cluster_size_cv': 0.47809144305076967}}",0.23954974114894867,0.4237285256385803,0.6197748184204102,0.508091151714325,0.21623441576957703,1.0,0.4237827700857768,False
Joint discovery refinement,R3_refined,Day 4,5,490,5,5,0,1.0,1.0,0,5,0.0,0.6440098495300214,0.5166546710810421,0.6285714285714286,0.5714285714285714,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.46206730604171753,0.3846220076084137,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5628334618935937, 'silhouette': 0.3268561065196991, 'balance': 0.6653130165387959, 'stability': 1.0, 'cluster_size_cv': 0.503051909614469}, 'kmeans_graph': {'score': 0.489462456700806, 'silhouette': 0.2675725817680359, 'balance': 0.831925639846311, 'stability': 0.7036496350364964, 'cluster_size_cv': 0.20203050862182714}, 'agglomerative_joint': {'score': 0.5051284086081076, 'silhouette': 0.3001081645488739, 'balance': 0.7071939055996277, 'stability': 0.7945205479452054, 'cluster_size_cv': 0.4140393350139278}}",0.3268561065196991,0.5115699768066406,0.6634280681610107,0.578399658203125,0.3268280327320099,1.0,0.503051909614469,False
