Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,5,490,11,12,7,2.4,12,0.0,0.23338315004358837,0.11387373351672722,0.48367346938775513,0.26326530612244897,fixed_alpha,0.7,12,1,0.74,176,176,1.0,0.7757254242897034,0.5436816215515137,False,2,1.75,0.3,0.32213573157787323,15,0.03,5
MV-ACC-CIL discovery,R2,Day 3,5,490,7,6,1,1.2,6,0.0,0.18268372452529444,0.11774936931572715,0.4489795918367347,0.39183673469387753,fixed_alpha,0.7,12,1,0.74,142,142,1.0,0.7716313600540161,0.44563430547714233,False,0,1.75,0.3,,15,0.03,5
MV-ACC-CIL discovery,R3,Day 4,5,490,10,9,4,1.8,9,0.0,0.34505316101847594,0.2362343026020156,0.5591836734693878,0.373469387755102,fixed_alpha,0.7,12,2,0.74,144,144,1.0,0.8126701712608337,0.49375271797180176,False,1,1.75,0.3,0.3151603937149048,15,0.03,5
