dim1,dim2,operational_label,is_current_round
9.289195060729980469e+00,5.921050262451171875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.192755317687988281e+01,5.313740539550781250e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.297784137725830078e+01,6.690485382080078125e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.087105751037597656e+00,6.172132492065429688e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.566578292846679688e+01,6.749026489257812500e+01,0.000000000000000000e+00,0.000000000000000000e+00
-8.418313026428222656e+00,6.875151824951171875e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.578215599060058594e+01,6.796453094482421875e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.050427818298339844e+01,7.201921844482421875e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.191059589385986328e+00,6.480993652343750000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.563575077056884766e+01,6.842903137207031250e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.129479026794433594e+01,6.884243774414062500e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.402038097381591797e+01,6.822351074218750000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.421134567260742188e+01,6.434349822998046875e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.218881607055664062e+01,7.151895141601562500e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409890651702880859e+00,6.254761886596679688e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.326951503753662109e+00,6.133426284790039062e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.850018024444580078e+00,7.325843048095703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.883152008056640625e+00,7.360707092285156250e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.443755149841308594e+00,6.489837646484375000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.940846204757690430e+00,6.405734252929687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.014748573303222656e+00,5.961786651611328125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-7.969107151031494141e+00,7.264541625976562500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.356908082962036133e+00,6.213921737670898438e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.456914806365966797e+01,6.728356933593750000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.562692451477050781e+01,7.064126586914062500e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.054284095764160156e+00,6.409281921386718750e+01,0.000000000000000000e+00,0.000000000000000000e+00
-8.769392013549804688e+00,7.358407592773437500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.384782075881958008e+00,6.225645065307617188e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.850592613220214844e+00,6.401080322265625000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.983335494995117188e+00,6.434584808349609375e+01,0.000000000000000000e+00,0.000000000000000000e+00
-9.463301658630371094e+00,6.877783966064453125e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.667287826538085938e+00,5.926257705688476562e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.072818851470947266e+01,7.165830230712890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.042568206787109375e+00,6.167541122436523438e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.216233730316162109e+00,6.500167846679687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.189075469970703125e+00,6.850135803222656250e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.466012954711914062e+01,6.553985595703125000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.089238166809082031e+01,6.784373474121093750e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.276335716247558594e+00,5.921714401245117188e+01,0.000000000000000000e+00,0.000000000000000000e+00
