Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.346031746031746,0.054761904761904734,0.24761904761904763,0.10952380952380947,0.20476190476190476,0.15238095238095234,0.2661375661375662,0.10555555555555551
LwF,0.3492063492063492,0.05952380952380948,0.24166666666666667,0.09523809523809518,0.21904761904761905,0.15238095238095234,0.269973544973545,0.10238095238095234
iCaRL,0.42063492063492064,0.059523809523809534,0.35833333333333334,0.04761904761904756,0.29428571428571426,0.13095238095238093,0.35775132275132276,0.07936507936507935
EEIL,0.3873015873015873,0.05238095238095236,0.30238095238095236,0.08095238095238094,0.2276190476190476,0.0928571428571428,0.30576719576719574,0.07539682539682536
TPCIL-style,0.4380952380952381,0.011904761904761862,0.37142857142857144,0.023809523809523836,0.28095238095238095,0.14999999999999997,0.36349206349206353,0.061904761904761886
DOI-style,0.40634920634920635,0.07857142857142857,0.3535714285714286,0.052380952380952306,0.2914285714285714,0.12857142857142856,0.3504497354497354,0.08650793650793648
MV-ACC-CIL,0.39206349206349206,0.16904761904761906,0.32142857142857145,0.17619047619047623,0.24285714285714285,0.29523809523809524,0.3187830687830688,0.2134920634920635
