Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN,Recording-Consensus Backend,Recording-Consensus Groups,Recording-Consensus Threshold,Recording-Consensus Accepted Groups,Recording-Consensus Changed Samples,Recording-Consensus Mean Consistency,Recording-Consensus Min Consistency,Cross-Day Adapter,Cross-Day Epochs,Cross-Day Batch Size,Cross-Day LR,Cross-Day Consistency Weight,Cross-Day CORAL Weight,Cross-Day Known Samples,Cross-Day Discovery Samples,Cross-Day Final Total,Cross-Day Final CE,Cross-Day Final Consistency,Cross-Day Final CORAL,LoRa SSL Adapter,LoRa SSL Epochs,LoRa SSL Batch Size,LoRa SSL LR,LoRa SSL CE Weight,LoRa SSL Instance Weight,LoRa SSL Teacher Weight,LoRa SSL Temperature,LoRa SSL Known Samples,LoRa SSL Discovery Samples,LoRa SSL Final Total,LoRa SSL Final CE,LoRa SSL Final Instance,LoRa SSL Final Teacher,LoRa Recording SSL Adapter,LoRa Recording SSL Epochs,LoRa Recording SSL Batch Size,LoRa Recording SSL LR,LoRa Recording SSL CE Weight,LoRa Recording SSL Recording Weight,LoRa Recording SSL Instance Weight,LoRa Recording SSL Teacher Weight,LoRa Recording SSL Temperature,LoRa Recording SSL Known Samples,LoRa Recording SSL Discovery Samples,LoRa Recording SSL Unique Recordings,LoRa Recording SSL Final Total,LoRa Recording SSL Final CE,LoRa Recording SSL Final Recording,LoRa Recording SSL Final Instance,LoRa Recording SSL Final Teacher
MV-ACC-CIL discovery,R1,Day 2,5,490,5,5,0,1.0,1.0,0,5,0.0,0.4643929276969775,0.40489916934951214,0.5816326530612245,0.5816326530612245,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5286921327031915, 'silhouette': 0.21675021946430206, 'balance': 0.7973975599891263, 'stability': 1.0, 'cluster_size_cv': 0.25407958360649663}, 'kmeans_graph': {'score': 0.3000220298028798, 'silhouette': 0.1233009323477745, 'balance': 0.7010998345135305, 'stability': 0.36794620043559073, 'cluster_size_cv': 0.4263303894428476}, 'agglomerative_joint': {'score': 0.39176610482241675, 'silhouette': 0.19427375495433807, 'balance': 0.7585365141671145, 'stability': 0.5328329470564315, 'cluster_size_cv': 0.3183280980191392}}",0.21675021946430206,0.31064581871032715,0.6083751320838928,0.424671471118927,0.03912289813160896,1.0,0.25407958360649663,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,14,33,0.6836734693877553,0.35714285714285715,train_consistency_coral,2,128,1e-05,0.5,0.05,840,490,0.8109374940395355,0.804363876581192,0.002970338682644069,0.10176845267415047,instance_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.2,0.2,840,490,2.937559127807617,0.7622955640157064,4.349462350209554,0.0026621345120171704,recording_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.0,0.2,0.2,840,490,35,3.343573729197184,0.7495525677998861,5.187063535054524,4.185174942016602,0.002447573778529962
MV-ACC-CIL discovery,R2,Day 3,5,490,5,5,0,1.0,1.0,0,5,0.0,0.36461104992158505,0.3124405924106657,0.563265306122449,0.5591836734693878,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5172653319225383, 'silhouette': 0.16803798079490662, 'balance': 0.8742222124266986, 'stability': 1.0, 'cluster_size_cv': 0.14387393249156036}, 'kmeans_graph': {'score': 0.30737496762895, 'silhouette': 0.10746729373931885, 'balance': 0.7405197510269559, 'stability': 0.4006560234677339, 'cluster_size_cv': 0.3504028739452202}, 'agglomerative_joint': {'score': 0.34076285492123215, 'silhouette': 0.14676699042320251, 'balance': 0.7121152283739571, 'stability': 0.4704718580547171, 'cluster_size_cv': 0.40426711879676896}}",0.16803798079490662,0.2657962739467621,0.5840190052986145,0.3816659152507782,0.010922885499894619,1.0,0.14387393249156036,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,12,32,0.653061224489796,0.35714285714285715,train_consistency_coral,2,128,1e-05,0.5,0.05,840,490,1.1632154881954193,1.1580811440944672,0.0022599371150135994,0.08008702099323273,instance_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.2,0.2,840,490,3.221136728922526,1.145071804523468,4.151114145914714,0.002539391784618298,recording_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.0,0.2,0.2,840,490,35,3.6884377002716064,1.0959319670995076,5.183878580729167,4.063271681467692,0.0028316992490241923
MV-ACC-CIL discovery,R3,Day 4,5,490,5,5,0,1.0,1.0,0,5,0.0,0.6110128359596881,0.5604713187850614,0.6979591836734694,0.6857142857142857,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5349021047066416, 'silhouette': 0.23744061589241028, 'balance': 0.7715488298290798, 'stability': 1.0, 'cluster_size_cv': 0.2960942474911518}, 'kmeans_graph': {'score': 0.31636241651485575, 'silhouette': 0.13297465443611145, 'balance': 0.7092985951252792, 'stability': 0.4054665501997543, 'cluster_size_cv': 0.4098434804081009}, 'agglomerative_joint': {'score': 0.4756503644096516, 'silhouette': 0.22181691229343414, 'balance': 0.7372066960801882, 'stability': 0.8248388937289005, 'cluster_size_cv': 0.35647167248631034}}",0.23744061589241028,0.3389877676963806,0.618720293045044,0.44911473989486694,0.0233385618776083,1.0,0.2960942474911518,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,24,55,0.7591836734693876,0.42857142857142855,train_consistency_coral,2,128,1e-05,0.5,0.05,840,490,1.5212673544883728,1.5188985764980316,0.0010586298012640327,0.036788925528526306,instance_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.2,0.2,840,490,3.539703289667765,1.554142951965332,3.9705713589986167,0.0013734804621587198,recording_contrastive_teacher_anchor,3,128,1e-05,1.0,0.5,0.0,0.2,0.2,840,490,35,3.8605759938557944,1.462225357691447,4.795944690704346,3.9638959566752114,0.0018913895667841036
