Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1,Eval Granularity,Source Eval Samples,Recording Groups
MV-ACC-CIL,Initial,Day 1,day1_eval_initial_recording_majority,10,-,-,-,30,0.6,0.6,,0.6,0.0,0.5390476190476191,recording_majority_vote,420,30
MV-ACC-CIL,After R1,Day 2,eval_r1_recording_majority_15_seen,15,5,5,5,45,0.2,0.16666666666666666,0.26666666666666666,0.16666666666666666,0.43333333333333335,0.13447293447293446,recording_majority_vote,630,45
MV-ACC-CIL,After R2,Day 3,eval_r2_recording_majority_20_seen,20,5,5,5,60,0.21666666666666667,0.2,0.26666666666666666,0.3,0.3,0.1325,recording_majority_vote,840,60
MV-ACC-CIL,After R3,Day 4,eval_r3_recording_majority_25_seen,25,5,5,5,75,0.18666666666666668,0.08333333333333333,0.6,0.1,0.5,0.08867532467532467,recording_majority_vote,1050,75
