Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,Recording-GPCC Backend,Recording-GPCC Groups,Recording-GPCC Target Clusters,Recording-GPCC Mean Group Size,Recording-GPCC Min Group Size,Recording-GPCC Max Group Size,Recording-GPCC Confidence Mean,Recording-GPCC Compactness Mean,Group GPCC Backend,Group GPCC Target Clusters,Group GPCC Selected Candidate,Group GPCC Candidate Scores,Group GPCC Silhouette,Group GPCC Prototype Margin Mean,Group GPCC Silhouette Confidence Mean,Group GPCC Confidence Mean,Group GPCC Confidence Min,Group GPCC Cluster Stability,Group GPCC Cluster Size CV,Group GPCC Uses HDBSCAN
Joint discovery refinement,R1_refined,Day 2,5,490,5,5,0,1.0,1.0,0,5,0.0,0.46610901361184254,0.3394638403990025,0.5714285714285714,0.5714285714285714,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.4520682096481323,0.39232107996940613,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.572972065184872, 'silhouette': 0.27923864126205444, 'balance': 0.8469540624537102, 'stability': 1.0, 'cluster_size_cv': 0.18070158032290515}, 'kmeans_graph': {'score': 0.4774613512433319, 'silhouette': 0.24077428877353668, 'balance': 0.831925639846311, 'stability': 0.714601457794498, 'cluster_size_cv': 0.20203050862182714}, 'agglomerative_joint': {'score': 0.531610827106963, 'silhouette': 0.2653014361858368, 'balance': 0.8469540624537102, 'stability': 0.8652168988560426, 'cluster_size_cv': 0.18070158032290515}}",0.27923864126205444,0.460333913564682,0.6396193504333496,0.5392791032791138,0.32120010256767273,1.0,0.18070158032290515,False
Joint discovery refinement,R2_refined,Day 3,5,490,5,5,0,1.0,1.0,0,5,0.0,0.44528706410884017,0.28591864103710324,0.4857142857142857,0.4857142857142857,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.4347095787525177,0.385132759809494,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5197962335631636, 'silhouette': 0.22964856028556824, 'balance': 0.7174476270305055, 'stability': 1.0, 'cluster_size_cv': 0.39382996378282065}, 'kmeans_graph': {'score': 0.46013743850023203, 'silhouette': 0.21325835585594177, 'balance': 0.8867014454339857, 'stability': 0.6620202147706679, 'cluster_size_cv': 0.12777531281745183}, 'agglomerative_joint': {'score': 0.45285217922813237, 'silhouette': 0.24678832292556763, 'balance': 0.6516685229694927, 'stability': 0.7471395881006865, 'cluster_size_cv': 0.5345224830612452}}",0.22964856028556824,0.4232175350189209,0.6148242354393005,0.5045849680900574,0.21091216802597046,1.0,0.39382996378282065,False
Joint discovery refinement,R3_refined,Day 4,5,490,5,5,0,1.0,1.0,0,5,0.0,0.5821145535084734,0.4799409158050222,0.6285714285714286,0.5714285714285714,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.45232492685317993,0.3826494514942169,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5587370485539355, 'silhouette': 0.3059385120868683, 'balance': 0.7023543345307897, 'stability': 1.0, 'cluster_size_cv': 0.4237827700857768}, 'kmeans_graph': {'score': 0.48920595651371657, 'silhouette': 0.2769550681114197, 'balance': 0.8070727194545361, 'stability': 0.701864500646114, 'cluster_size_cv': 0.23904572152538484}, 'agglomerative_joint': {'score': 0.5498641546157925, 'silhouette': 0.30910158157348633, 'balance': 0.7122197594824788, 'stability': 0.9496573314155173, 'cluster_size_cv': 0.4040610172436543}}",0.3059385120868683,0.48187118768692017,0.6529691815376282,0.5564952492713928,0.2387101650238037,1.0,0.4237827700857768,False
