Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,0.319047619047619,0.10000000000000003,0.23095238095238096,0.11190476190476195,0.18571428571428572,0.11428571428571432,0.24523809523809526,0.10873015873015877
Deep-HDBSCAN + LwF,0.31746031746031744,0.10000000000000003,0.2357142857142857,0.10000000000000003,0.17333333333333334,0.16666666666666669,0.24216931216931217,0.12222222222222225
Deep-HDBSCAN + iCaRL,0.37936507936507935,0.042857142857142816,0.32857142857142857,0.021428571428571352,0.2619047619047619,0.10238095238095235,0.3232804232804232,0.055555555555555504
Deep-HDBSCAN + EEIL,0.3047619047619048,0.12142857142857144,0.22976190476190475,0.11190476190476195,0.2,0.080952380952381,0.24484126984126986,0.10476190476190479
Deep-HDBSCAN + TPCIL-style,0.373015873015873,0.02857142857142858,0.33095238095238094,-0.004761904761904745,0.2542857142857143,0.09761904761904766,0.3194179894179894,0.0404761904761905
Deep-HDBSCAN + DOI-style,0.37936507936507935,0.042857142857142816,0.32976190476190476,0.021428571428571352,0.2561904761904762,0.11428571428571427,0.32177248677248677,0.05952380952380948
MV-ACC-CIL,0.38412698412698415,0.16904761904761906,0.30238095238095236,0.1880952380952381,0.24761904761904763,0.2690476190476191,0.31137566137566136,0.20873015873015874
