Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,Target Cluster Count,Target Count Merges,Target Count Last Merge Similarity,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,5,490,7,5,0,1.0,5,0.0,0.13897562151186738,0.10478582146242851,0.40816326530612246,0.39387755102040817,fixed_alpha,0.7,12,0,0.74,126,126,1.0,0.7316098809242249,0.49413055181503296,False,0,1.75,0.3,,5,2,0.6804971098899841,15,0.03,5
MV-ACC-CIL discovery,R2,Day 3,5,490,5,5,0,1.0,5,0.0,0.11262192113544037,0.0927314989552273,0.37142857142857144,0.37142857142857144,fixed_alpha,0.7,12,0,0.74,169,169,1.0,0.7003487348556519,0.4028591215610504,False,0,1.75,0.3,,5,0,,15,0.03,5
MV-ACC-CIL discovery,R3,Day 4,5,490,9,5,0,1.0,5,0.0,0.32028698028792535,0.26729641693811074,0.4959183673469388,0.49387755102040815,fixed_alpha,0.7,12,1,0.74,170,170,1.0,0.743779718875885,0.4468040466308594,False,0,1.75,0.3,,5,3,0.6919233798980713,15,0.03,5
