Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,9,12,2,1.2,12,0.0,0.8096114433626079,0.609684018302255,0.8192145407335281,0.6455696202531646,0.3315747380256653,108,197.0,832,0.7217900683961983,0.0,0.8316098803902787,fixed_alpha,0.7,12,0,0.74,184,184,1.0,0.7674257755279541,0.5496270656585693,False,3,1.75,0.3,0.38800010085105896,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,10,9,1,0.9,9,0.0,0.7739153568402691,0.633538231446816,0.7293026451391275,0.6695293713500515,0.24361521005630493,184,270.0,584,0.43090579612473606,0.0,0.6686398240349539,fixed_alpha,0.7,12,1,0.74,777,777,1.0,0.6677539348602295,0.4671288728713989,False,0,1.75,0.3,,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,7,3,0.7,7,0.0,0.7847872690742366,0.5967248905155276,0.7091503267973857,0.6613562091503268,0.2505576014518738,125,296.0,756,0.5640530804340114,0.14285714285714285,0.8601074697559371,fixed_alpha,0.7,12,0,0.74,115,115,1.0,0.7765317559242249,0.5431510210037231,False,0,1.75,0.3,,73,0.03,5,False,0.03
