Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.48774031763722486,0.0016186468112657781,0.4322572756175104,0.016348332793784448,0.37993026803225105,0.041599223049530676,0.43330928709566213,0.019855400884860302
LwF,0.48774031763722486,-0.0001618646811265556,0.4360479334800685,0.005988993201683446,0.3877751144040096,0.021366137908708338,0.437187788507101,0.00906442214308841
iCaRL,0.4981889105600446,0.037390741340239564,0.47089752995842504,0.04791194561346712,0.43517106123338417,0.05212042732275818,0.4680858339172846,0.04580770475882162
EEIL,0.5231262190025077,-0.03221107154418901,0.48642699926632427,-0.02395597280673356,0.4441054696012203,0.0014567821301392225,0.48455289595668405,-0.018236754073594447
TPCIL-style,0.4995820562830872,0.03706701197798645,0.4716312056737589,0.04807381029459379,0.43528001743299194,0.052606021366137956,0.46883109312994603,0.0459156145462394
DOI-style,0.49944274171078296,0.03820006474587245,0.471019809244314,0.04823567497572029,0.4331008934408368,0.053739074134023956,0.46785448146531133,0.046724937951872235
