Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,0.30317460317460315,0.10952380952380952,0.24047619047619048,0.08333333333333331,0.17238095238095238,0.14285714285714285,0.23867724867724868,0.1119047619047619
Deep-HDBSCAN + LwF,0.30793650793650795,0.09285714285714286,0.23809523809523808,0.09047619047619049,0.1895238095238095,0.09999999999999998,0.2451851851851852,0.09444444444444444
Deep-HDBSCAN + iCaRL,0.3746031746031746,0.04761904761904756,0.32857142857142857,0.01904761904761898,0.2580952380952381,0.1071428571428571,0.32042328042328044,0.057936507936507876
Deep-HDBSCAN + EEIL,0.31746031746031744,0.09523809523809523,0.2369047619047619,0.09047619047619049,0.1961904761904762,0.08095238095238094,0.25018518518518523,0.08888888888888889
Deep-HDBSCAN + TPCIL-style,0.3761904761904762,0.02619047619047621,0.33214285714285713,-0.004761904761904745,0.25523809523809526,0.09761904761904766,0.3211904761904762,0.03968253968253971
Deep-HDBSCAN + DOI-style,0.3746031746031746,0.04761904761904756,0.32857142857142857,0.021428571428571352,0.2542857142857143,0.11666666666666664,0.31915343915343913,0.06190476190476185
MV-ACC-CIL,0.24761904761904763,0.4023809523809524,0.225,0.33333333333333337,0.2180952380952381,0.32142857142857145,0.23023809523809524,0.3523809523809524
