Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.3603174603174603,0.080952380952381,0.24166666666666667,0.13333333333333336,0.18476190476190477,0.2,0.26224867724867723,0.13809523809523813
LwF,0.35555555555555557,0.12380952380952381,0.2523809523809524,0.15952380952380957,0.19047619047619047,0.1928571428571429,0.2661375661375662,0.15873015873015875
iCaRL,0.4158730158730159,0.06904761904761902,0.36428571428571427,0.04999999999999993,0.29714285714285715,0.12380952380952381,0.3591005291005291,0.08095238095238093
EEIL,0.3492063492063492,0.18571428571428572,0.24285714285714285,0.15952380952380957,0.24,0.09761904761904766,0.27735449735449735,0.14761904761904765
TPCIL-style,0.43174603174603177,0.023809523809523836,0.375,0.02857142857142858,0.27904761904761904,0.14285714285714285,0.36193121693121694,0.06507936507936508
DOI-style,0.4,0.08333333333333331,0.3523809523809524,0.06190476190476191,0.2876190476190476,0.12857142857142856,0.3466666666666667,0.09126984126984126
MV-ACC-CIL,0.24761904761904763,0.4023809523809524,0.225,0.33333333333333337,0.2180952380952381,0.32142857142857145,0.23023809523809524,0.3523809523809524
