Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.21746031746031746,0.06428571428571428,0.1595238095238095,0.12142857142857141,0.10761904761904761,0.16666666666666666,0.16153439153439153,0.11746031746031745
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.19365079365079366,0.12142857142857141,0.14166666666666666,0.13809523809523808,0.1,0.18095238095238095,0.1451058201058201,0.14682539682539683
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.346031746031746,0.12380952380952381,0.27976190476190477,0.14047619047619048,0.2180952380952381,0.2285714285714286,0.2812962962962963,0.16428571428571428
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.18253968253968253,0.1357142857142857,0.13333333333333333,0.13333333333333333,0.12285714285714286,0.10952380952380952,0.14624338624338626,0.1261904761904762
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.353968253968254,0.06190476190476185,0.2785714285714286,0.08809523809523806,0.21333333333333335,0.17857142857142855,0.28195767195767196,0.10952380952380948
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.346031746031746,0.12380952380952381,0.2726190476190476,0.14761904761904765,0.21428571428571427,0.2357142857142857,0.27764550264550264,0.16904761904761903
MV-ACC-CIL,SupCon deep/RF graphs + adaptive fusion + HDBSCAN,Network replay + distillation,0.18888888888888888,0.3214285714285714,0.19404761904761905,0.3380952380952381,0.11523809523809524,0.4976190476190476,0.16605820105820104,0.3857142857142857
