Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,5,490,11,12,7,2.4,12,0.0,0.23338315004358837,0.11387373351672722,0.48367346938775513,0.26326530612244897,fixed_alpha,0.7,12,1,0.74,176,176,1.0,0.7757254242897034,0.5436816215515137,False,2,1.75,0.3,0.32213573157787323,15,0.03,5
MV-ACC-CIL discovery,R2,Day 3,5,490,6,6,1,1.2,6,0.0,0.18312758644350208,0.11505715522840441,0.4163265306122449,0.38571428571428573,fixed_alpha,0.7,12,0,0.74,93,93,1.0,0.752987265586853,0.4713943898677826,False,0,1.75,0.3,,15,0.03,5
MV-ACC-CIL discovery,R3,Day 4,5,490,8,8,3,1.6,8,0.0,0.3394751403880811,0.26716812503985005,0.5653061224489796,0.4306122448979592,fixed_alpha,0.7,12,0,0.74,106,106,1.0,0.7917639017105103,0.4931321442127228,False,0,1.75,0.3,,15,0.03,5
