Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.3634920634920635,0.10000000000000003,0.2833333333333333,0.10952380952380952,0.1742857142857143,0.24761904761904763,0.27370370370370367,0.1523809523809524
LwF,0.35873015873015873,0.14047619047619048,0.2714285714285714,0.1642857142857143,0.2038095238095238,0.2,0.27798941798941795,0.16825396825396824
iCaRL,0.4095238095238095,0.06904761904761902,0.3619047619047619,0.04999999999999993,0.29523809523809524,0.12380952380952381,0.35555555555555557,0.08095238095238093
EEIL,0.3492063492063492,0.2,0.23214285714285715,0.21904761904761905,0.22952380952380952,0.14523809523809528,0.27029100529100525,0.1880952380952381
TPCIL-style,0.43174603174603177,0.021428571428571352,0.375,0.02857142857142858,0.2819047619047619,0.13809523809523805,0.36288359788359786,0.06269841269841266
DOI-style,0.4031746031746032,0.07857142857142857,0.3488095238095238,0.06190476190476191,0.2895238095238095,0.12857142857142856,0.3471693121693122,0.08968253968253968
MV-ACC-CIL,0.2507936507936508,0.4,0.2261904761904762,0.330952380952381,0.2257142857142857,0.30000000000000004,0.2342328042328042,0.3436507936507937
