Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,Target Cluster Count,Target Count Merges,Target Count Last Merge Similarity,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,5,490,11,5,0,1.0,5,0.0,0.21112226461356676,0.14421183847457256,0.4306122448979592,0.42857142857142855,fixed_alpha,0.7,12,1,0.74,176,176,1.0,0.7757254242897034,0.5436816215515137,False,2,1.75,0.3,0.32213573157787323,5,7,0.673318088054657,15,0.03,5
MV-ACC-CIL discovery,R2,Day 3,5,490,6,5,0,1.0,5,0.0,0.17988843172079846,0.1133007011509459,0.4122448979591837,0.4020408163265306,fixed_alpha,0.7,12,1,0.74,115,115,1.0,0.7410664558410645,0.4413687586784363,False,0,1.75,0.3,,5,0,,15,0.03,5
MV-ACC-CIL discovery,R3,Day 4,5,490,8,5,0,1.0,5,0.0,0.3857607281501875,0.34019926698721226,0.5224489795918368,0.5204081632653061,fixed_alpha,0.7,12,0,0.74,103,103,1.0,0.7949255108833313,0.500191330909729,False,0,1.75,0.3,,5,3,0.6193450093269348,15,0.03,5
