Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
MV-ACC-CIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5261904761904762,0.5261904761904762,,0.5261904761904762,0.0,0.5074083936454775
MV-ACC-CIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.24761904761904763,0.16904761904761906,0.40476190476190477,0.16904761904761906,0.35714285714285715,0.1837181321057705
MV-ACC-CIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,4,4,840,0.20595238095238094,0.1761904761904762,0.29523809523809524,0.19285714285714287,0.33333333333333337,0.13955176975455177
MV-ACC-CIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.16666666666666666,0.09047619047619047,0.4714285714285714,0.04047619047619048,0.4857142857142857,0.09454900328182923
