Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,Recording-GPCC Backend,Recording-GPCC Groups,Recording-GPCC Target Clusters,Recording-GPCC Mean Group Size,Recording-GPCC Min Group Size,Recording-GPCC Max Group Size,Recording-GPCC Confidence Mean,Recording-GPCC Compactness Mean,Group GPCC Backend,Group GPCC Target Clusters,Group GPCC Selected Candidate,Group GPCC Candidate Scores,Group GPCC Silhouette,Group GPCC Prototype Margin Mean,Group GPCC Silhouette Confidence Mean,Group GPCC Confidence Mean,Group GPCC Confidence Min,Group GPCC Cluster Stability,Group GPCC Cluster Size CV,Group GPCC Uses HDBSCAN
Joint discovery refinement,R1_refined,Day 2,5,490,5,5,0,1.0,1.0,0,5,0.0,0.4324871721629833,0.3273865735988503,0.5714285714285714,0.5428571428571428,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.4317876696586609,0.3729574382305145,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5424083547853604, 'silhouette': 0.24202853441238403, 'balance': 0.7964633042927461, 'stability': 1.0, 'cluster_size_cv': 0.25555062563490366}, 'kmeans_graph': {'score': 0.5179668495680234, 'silhouette': 0.22834008932113647, 'balance': 0.7867496440126474, 'stability': 0.9401194865554753, 'cluster_size_cv': 0.2710523704843577}, 'agglomerative_joint': {'score': 0.5177103411822737, 'silhouette': 0.23890402913093567, 'balance': 0.769432200379399, 'stability': 0.9297067403375167, 'cluster_size_cv': 0.2996596704776724}}",0.24202853441238403,0.4232667088508606,0.6210142970085144,0.5103834271430969,0.3364626467227936,1.0,0.25555062563490366,False
Joint discovery refinement,R2_refined,Day 3,5,490,5,5,0,1.0,1.0,0,5,0.0,0.4731126980783375,0.32818293027194884,0.4857142857142857,0.4857142857142857,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.40747150778770447,0.3739803433418274,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.4708476502958482, 'silhouette': 0.16798576712608337, 'balance': 0.6422773918825115, 'stability': 1.0, 'cluster_size_cv': 0.5569596760505698}, 'kmeans_graph': {'score': 0.29232078323356636, 'silhouette': 0.10750163346529007, 'balance': 0.7542818278586554, 'stability': 0.3293540770237028, 'cluster_size_cv': 0.3257644067058046}, 'agglomerative_joint': {'score': 0.40763261566727166, 'silhouette': 0.17701730132102966, 'balance': 0.5843091377697799, 'stability': 0.7736450895469975, 'cluster_size_cv': 0.7114228331544663}}",0.16798576712608337,0.35608696937561035,0.5839929580688477,0.45209527015686035,0.27926117181777954,1.0,0.5569596760505698,False
Joint discovery refinement,R3_refined,Day 4,5,490,5,5,0,1.0,1.0,0,5,0.0,0.5365664719543878,0.4316495306213679,0.6,0.5428571428571428,Recording-GPCC,none,recording_level_gpcc,35,5,14.0,14,14,0.42086660861968994,0.37839841842651367,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5128881543264179, 'silhouette': 0.21708841621875763, 'balance': 0.7174476270305055, 'stability': 1.0, 'cluster_size_cv': 0.39382996378282065}, 'kmeans_graph': {'score': 0.3464918208352993, 'silhouette': 0.16143633425235748, 'balance': 0.7777777780246913, 'stability': 0.40858512556625765, 'cluster_size_cv': 0.2857142853061225}, 'agglomerative_joint': {'score': 0.45370567757323577, 'silhouette': 0.2079199105501175, 'balance': 0.7285837269515179, 'stability': 0.7745319255214703, 'cluster_size_cv': 0.37252585119368586}}",0.21708841621875763,0.39049845933914185,0.6085441708564758,0.4814061224460602,0.2234068661928177,1.0,0.39382996378282065,False
