Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.4910838673725272,0.0014567821301392225,0.4355588163365126,0.01667206215603756,0.38221834822401396,0.042732275817416676,0.43628701064435127,0.02028704003453115
LwF,0.49219838395096127,0.0006474587245063335,0.4389826363414038,0.008740692780835224,0.39017215079538026,0.02703140174813856,0.4404510570292484,0.012139851084493372
iCaRL,0.4981889105600446,0.037390741340239564,0.47957935925654194,0.0547102622207834,0.4406188712137721,0.0650696018128844,0.4727957136767862,0.05239020179130246
EEIL,0.5274449707439398,-0.028488183878277673,0.49327463927610665,-0.01780511492392356,0.446938330791022,0.006636451926189779,0.4892193136036895,-0.013218948958670484
TPCIL-style,0.4995820562830872,0.03706701197798645,0.4805575935436537,0.054548397539656845,0.44138156461102634,0.06490773713175785,0.4738404048125891,0.05217438221646705
DOI-style,0.49944274171078296,0.03820006474587245,0.4801907556859868,0.05940433797345418,0.4427979952059272,0.06927808352217546,0.4741438308675656,0.05562749541383403
