Method,Round,Cluster Count,Incremental Pseudo-label Classes,Cluster Count Error,Sample Coverage,Purity,NMI,ARI,Hungarian Acc,Overall Acc,New Acc,Forgetting Rate
MV-ACC-CIL,R1,5,5,0,1.0,0.5571428571428572,0.43635709679448775,0.37722947855069316,0.5571428571428572,0.33174603174603173,0.21904761904761905,0.18928571428571422
MV-ACC-CIL,R2,5,5,0,1.0,0.5704081632653061,0.45477298780796943,0.39444383013311757,0.5663265306122449,0.3267857142857143,0.30714285714285716,0.11785714285714283
MV-ACC-CIL,R3,5,5,0,1.0,0.6,0.5777022498273389,0.4700965643232053,0.5683673469387756,0.28,0.5547619047619048,0.22499999999999992
