Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.3476190476190476,0.054761904761904734,0.25952380952380955,0.02857142857142858,0.19238095238095237,0.12380952380952381,0.2665079365079365,0.06904761904761904
LwF,0.353968253968254,-0.057142857142857106,0.2869047619047619,0.02857142857142858,0.18476190476190477,0.15714285714285714,0.2752116402116402,0.04285714285714287
iCaRL,0.42063492063492064,0.06428571428571428,0.36428571428571427,0.04047619047619044,0.29714285714285715,0.11666666666666664,0.36068783068783067,0.07380952380952378
EEIL,0.2841269841269841,0.1380952380952381,0.28809523809523807,0.06428571428571428,0.23142857142857143,0.047619047619047616,0.2678835978835979,0.08333333333333333
TPCIL-style,0.4396825396825397,0.023809523809523725,0.3773809523809524,0.02857142857142858,0.28,0.14523809523809522,0.3656878306878307,0.06587301587301585
DOI-style,0.3952380952380952,0.07857142857142857,0.3535714285714286,0.05476190476190479,0.29523809523809524,0.11904761904761907,0.34801587301587306,0.08412698412698415
MV-ACC-CIL,0.37777777777777777,0.16904761904761906,0.30238095238095236,0.19047619047619052,0.24857142857142858,0.28095238095238095,0.30957671957671956,0.2134920634920635
