Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
MV-ACC-CIL,Initial,ADS-B known-pool held-out partition,day1_eval_initial_30pct,90,-,-,-,6178,0.5997086435739721,0.5997086435739721,,0.5997086435739721,0.0,0.5466866797531947
MV-ACC-CIL,After R1,ADS-B held-out evaluation after round 1,eval_r1_30pct_100_seen,100,10,12,12,7178,0.5377542490944552,0.5239559728067336,0.623,0.5239559728067336,0.07575267076723857,0.5236905974353118
MV-ACC-CIL,After R2,ADS-B held-out evaluation after round 2,eval_r2_30pct_110_seen,110,10,9,9,8178,0.5099046221570066,0.5066870994706046,0.533,0.5069601812884429,0.09274846228552924,0.5006811003908009
MV-ACC-CIL,After R3,ADS-B held-out evaluation after round 3,eval_r3_30pct_120_seen,120,10,7,7,9178,0.4739594682937459,0.4781120078258743,0.44,0.49886694723211394,0.10084169634185819,0.4638745425822633
