Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN,Recording-Consensus Backend,Recording-Consensus Groups,Recording-Consensus Threshold,Recording-Consensus Accepted Groups,Recording-Consensus Changed Samples,Recording-Consensus Mean Consistency,Recording-Consensus Min Consistency,Refined Filter Kept,Refined Filter Total,Refined Filter Keep Rate,Refined Filter Agreement Rate,Refined Filter Mean Confidence,Refined Filter Fallback Classes
Joint discovery refinement,R1_refined,Day 2,5,980,5,5,0,1.0,1.0,0,5,0.0,0.43001163948722937,0.37471969138967887,0.5561224489795918,0.5346938775510204,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5357417165581915, 'silhouette': 0.22468559443950653, 'balance': 0.8108231980823141, 'stability': 1.0, 'cluster_size_cv': 0.2333144912048766}, 'kmeans_graph': {'score': 0.314577119154499, 'silhouette': 0.14150802791118622, 'balance': 0.6637056573525953, 'stability': 0.41602628933130986, 'cluster_size_cv': 0.5066919935394605}, 'agglomerative_joint': {'score': 0.4278591219484169, 'silhouette': 0.23414798080921173, 'balance': 0.6744955744244633, 'stability': 0.656714470473831, 'cluster_size_cv': 0.4825894163253548}}",0.22468559443950653,0.32103288173675537,0.6123427748680115,0.4332490563392639,0.042494334280490875,1.0,0.2333144912048766,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,20,88,0.6877551020408164,0.35714285714285715,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R2_refined,Day 3,5,980,5,5,0,1.0,1.0,0,5,0.0,0.3650409503232775,0.2916882194437701,0.539795918367347,0.5357142857142857,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.523859976102028, 'silhouette': 0.20547020435333252, 'balance': 0.8042568185384751, 'stability': 1.0, 'cluster_size_cv': 0.24338392532031816}, 'kmeans_graph': {'score': 0.35770432067462077, 'silhouette': 0.16858673095703125, 'balance': 0.7563077010608926, 'stability': 0.45488031374430016, 'cluster_size_cv': 0.32221316614556983}, 'agglomerative_joint': {'score': 0.4192591925272383, 'silhouette': 0.17949770390987396, 'balance': 0.8595784544930846, 'stability': 0.5944790579127628, 'cluster_size_cv': 0.1633609413694828}}",0.20547020435333252,0.303590327501297,0.6027351021766663,0.4159901440143585,0.03389951214194298,1.0,0.24338392532031816,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,18,93,0.6714285714285714,0.39285714285714285,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R3_refined,Day 4,5,980,5,5,0,1.0,1.0,0,5,0.0,0.6058733268103851,0.5066221944335498,0.6928571428571428,0.6602040816326531,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5539777144798251, 'silhouette': 0.2597794830799103, 'balance': 0.8054949939293724, 'stability': 1.0, 'cluster_size_cv': 0.24147264419582756}, 'kmeans_graph': {'score': 0.3269236583046978, 'silhouette': 0.15198959410190582, 'balance': 0.6159492786753172, 'stability': 0.4805581032543445, 'cluster_size_cv': 0.6235103029110386}, 'agglomerative_joint': {'score': 0.4973685929637016, 'silhouette': 0.24432967603206635, 'balance': 0.7777226758367535, 'stability': 0.8297709439148578, 'cluster_size_cv': 0.2858053790499266}}",0.2597794830799103,0.3465276062488556,0.629889726638794,0.4576534330844879,0.05492492392659187,1.0,0.24147264419582756,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,24,104,0.7846938775510204,0.5,980,980,1.0,1.0,1.0,0
