Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.49846753970465313,0.004694075752670779,0.43384690633406703,0.009711880867594669,0.38450642841577687,0.01311103917125278,0.4389402914848324,0.009172331930506076
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.5001393145723043,0.0027516995791517784,0.43653705062362436,0.00615085788280989,0.3872303334059708,0.008740692780835224,0.4413022328672998,0.005881083414265631
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.5491780440234049,0.03140174813855623,0.520665199315236,0.047426351570087455,0.49280889082588797,0.057138232437682124,0.5208840447215096,0.045322110715441934
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.5192254109779882,-0.018290708967303337,0.46930789924186844,-0.013758497895759225,0.43811287862279363,-0.005017805114924001,0.47554872961421674,-0.012355670659328855
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.5480635274449708,0.031239883457429674,0.5198092443140132,0.04677889284558112,0.4924820222270647,0.05584331498866946,0.5201182646620163,0.04462069709722675
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.5493173585957091,0.036257688572353564,0.5218879921741257,0.05066364519261901,0.49466114621921986,0.061022984784720014,0.5219554989963516,0.04931477284989753
