Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Oversized Split Count,Target Split Enabled,Target Split Count,Target Split Target Clusters,Target Split Max Added,Target Split Silhouette Threshold,Target Split Silhouette Mean,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,10,0,1.0,10,0.0,0.8676462321980101,0.799199368205622,0.893216488153197,0.893216488153197,0.33486640453338623,107,325.5,560,0.4682374536293432,0.2,0.7609880916757346,fixed_alpha,0.7,12,0,0.74,186,186,1.0,0.7726300954818726,0.5980924963951111,False,0,0,True,0,10,4,0.26,,1.75,0.3,,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,11,10,0,1.0,10,0.0,0.7908749118182183,0.6468462789399749,0.8072827207145311,0.7639986259017519,0.28791555762290955,128,261.5,682,0.5016621983348285,0.1,0.6796697604414607,fixed_alpha,0.7,12,1,0.74,704,704,1.0,0.7216789722442627,0.4923986792564392,False,0,0,True,0,10,4,0.26,,1.75,0.3,,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,10,0,1.0,10,0.0,0.7952799893878362,0.6196363097581061,0.7904411764705882,0.7009803921568627,0.3527012765407562,94,230.5,395,0.43163938197085183,0.1,0.8666841280555316,fixed_alpha,0.7,12,0,0.74,132,132,1.0,0.6600834727287292,0.5499190092086792,False,3,0,True,3,10,4,0.26,0.38069509466489154,1.75,0.3,0.38069509466489154,73,0.03,5,False,0.03
