Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,12,2,1.2,12,0.0,0.8096114433626078,0.609684018302255,0.8192145407335281,0.6455696202531646,0.3315747380256653,108,197.0,832,0.7217900683961983,0.8069042034014051,fixed_alpha,0.7,12,1,0.74,245,245,1.0,0.7999988198280334,0.5496994853019714,False,3,1.75,0.3,0.38800010085105896,62,0.02,5
MV-ACC-CIL discovery,R2,Day 3,10,2911,13,11,1,1.1,11,0.0,0.8498992695283116,0.7270052862736247,0.8684300927516317,0.766059773273789,0.3422914445400238,124,249.0,582,0.45258784154039616,0.72505544664524,fixed_alpha,0.7,12,2,0.74,543,543,1.0,0.7724540829658508,0.5912885665893555,False,0,1.75,0.3,,58,0.02,5
MV-ACC-CIL discovery,R3,Day 4,10,2448,8,8,2,0.8,8,0.0,0.7664282958935237,0.5846165794349762,0.7107843137254902,0.6560457516339869,0.27185773849487305,119,271.0,754,0.6447626287649082,0.833900695821112,fixed_alpha,0.7,12,0,0.74,191,191,1.0,0.7323468327522278,0.5191152095794678,False,0,1.75,0.3,,49,0.02,5
