Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,0.3380952380952381,0.08809523809523812,0.2773809523809524,0.06666666666666665,0.15142857142857144,0.25952380952380955,0.25563492063492066,0.1380952380952381
Deep-HDBSCAN + LwF,0.28253968253968254,0.1880952380952381,0.23095238095238096,0.18333333333333335,0.19047619047619047,0.23809523809523808,0.23465608465608465,0.2031746031746032
Deep-HDBSCAN + iCaRL,0.40793650793650793,0.02857142857142858,0.32261904761904764,0.04047619047619044,0.23047619047619047,0.14999999999999997,0.3203439153439154,0.07301587301587299
Deep-HDBSCAN + EEIL,0.319047619047619,0.12142857142857144,0.2654761904761905,0.08809523809523812,0.20476190476190476,0.1166666666666667,0.26309523809523805,0.10873015873015875
Deep-HDBSCAN + TPCIL-style,0.4126984126984127,0.0071428571428571175,0.3202380952380952,0.023809523809523836,0.21333333333333335,0.1738095238095238,0.31542328042328044,0.06825396825396825
Deep-HDBSCAN + DOI-style,0.40634920634920635,0.033333333333333326,0.319047619047619,0.03809523809523807,0.22380952380952382,0.15714285714285714,0.3164021164021164,0.07619047619047618
MV-ACC-CIL,0.36666666666666664,0.12142857142857139,0.30238095238095236,0.1333333333333333,0.2219047619047619,0.2571428571428571,0.29698412698412696,0.1706349206349206
