Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5214285714285715,0.5214285714285715,,0.5214285714285715,0.0,0.4603711304266566
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5214285714285715,0.5214285714285715,,0.5214285714285715,0.0,0.4603711304266566
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5214285714285715,0.5214285714285715,,0.5214285714285715,0.0,0.4603711304266566
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5714285714285714,0.5714285714285714,,0.5714285714285714,0.0,0.5662843331652186
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5571428571428572,0.5571428571428572,,0.5571428571428572,0.0,0.5517415220732672
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5714285714285714,0.5714285714285714,,0.5714285714285714,0.0,0.5662843331652186
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.34285714285714286,0.3476190476190476,0.3333333333333333,0.3476190476190476,0.17380952380952386,0.28539059672830913
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3380952380952381,0.42857142857142855,0.15714285714285714,0.42857142857142855,0.09285714285714292,0.2781462339065811
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.39365079365079364,0.4238095238095238,0.3333333333333333,0.4238095238095238,0.1476190476190476,0.3880328619577744
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3126984126984127,0.24761904761904763,0.44285714285714284,0.24761904761904763,0.27380952380952384,0.23392567606838668
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4,0.44047619047619047,0.319047619047619,0.44047619047619047,0.1166666666666667,0.3907319178914662
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4111111111111111,0.44047619047619047,0.3523809523809524,0.44047619047619047,0.13095238095238093,0.4030104550903324
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.305952380952381,0.2984126984126984,0.32857142857142857,0.4166666666666667,0.10476190476190478,0.2638024758925711
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.26785714285714285,0.2841269841269841,0.21904761904761905,0.4261904761904762,0.09523809523809529,0.20937500249254143
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3535714285714286,0.38095238095238093,0.2714285714285714,0.4595238095238095,0.1119047619047619,0.3496677482128584
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.25952380952380955,0.2634920634920635,0.24761904761904763,0.3261904761904762,0.19523809523809527,0.22126111716024446
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.35119047619047616,0.3888888888888889,0.23809523809523808,0.4857142857142857,0.07142857142857145,0.3426059993702421
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3380952380952381,0.373015873015873,0.23333333333333334,0.46190476190476193,0.10952380952380947,0.3398239286452496
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.17809523809523808,0.1630952380952381,0.23809523809523808,0.319047619047619,0.20238095238095244,0.12701893770405173
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.18285714285714286,0.15357142857142858,0.3,0.30714285714285716,0.2142857142857143,0.11880113100353841
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2723809523809524,0.3047619047619048,0.14285714285714285,0.36428571428571427,0.20714285714285713,0.26258548514669416
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.23238095238095238,0.20595238095238094,0.3380952380952381,0.3380952380952381,0.18333333333333335,0.18342776006556277
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.25047619047619046,0.27380952380952384,0.15714285714285714,0.3547619047619048,0.20238095238095238,0.23783455696547612
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2742857142857143,0.30238095238095236,0.1619047619047619,0.36904761904761907,0.20238095238095233,0.2673948837705869
