Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,10,0,1.0,10,0.0,0.8676462321980101,0.799199368205622,0.893216488153197,0.893216488153197,0.33486640453338623,107,325.5,560,0.4682374536293432,0.2,0.7609880916757346,fixed_alpha,0.7,12,0,0.74,186,186,1.0,0.7726300954818726,0.5980924963951111,False,0,1.75,0.3,,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,11,10,0,1.0,10,0.0,0.7912896432428329,0.6468828837969429,0.8072827207145311,0.7639986259017519,0.28789588809013367,128,261.5,683,0.5027994526302149,0.1,0.6796543245993706,fixed_alpha,0.7,12,1,0.74,704,704,1.0,0.7216910719871521,0.4923865795135498,False,0,1.75,0.3,,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,7,3,0.7,7,0.0,0.753925477689586,0.5309973978609371,0.6662581699346405,0.6151960784313726,0.2646336257457733,127,388.0,633,0.4615976921600593,0.2857142857142857,0.8660866917397072,fixed_alpha,0.7,12,0,0.74,133,133,1.0,0.6606881618499756,0.5497134923934937,False,0,1.75,0.3,,73,0.03,5,False,0.03
