Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.2253968253968254,0.13095238095238093,0.1380952380952381,0.19999999999999998,0.11619047619047619,0.19523809523809524,0.1598941798941799,0.17539682539682536
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.20317460317460317,0.17857142857142858,0.14285714285714285,0.19523809523809524,0.11619047619047619,0.19523809523809524,0.15407407407407406,0.18968253968253967
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.273015873015873,0.10476190476190478,0.2523809523809524,0.06190476190476191,0.18095238095238095,0.13333333333333336,0.23544973544973544,0.10000000000000002
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.22857142857142856,0.1380952380952381,0.15119047619047618,0.17857142857142858,0.12761904761904763,0.17142857142857143,0.16912698412698413,0.1626984126984127
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.28095238095238095,0.0761904761904762,0.25476190476190474,0.045238095238095244,0.17714285714285713,0.12857142857142856,0.23761904761904762,0.08333333333333333
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.2746031746031746,0.10476190476190478,0.2523809523809524,0.06190476190476191,0.1819047619047619,0.13333333333333336,0.2362962962962963,0.10000000000000002
MV-ACC-CIL,SupCon deep/RF graphs + adaptive fusion + HDBSCAN,Network replay + distillation,0.24444444444444444,0.3523809523809524,0.2130952380952381,0.33333333333333337,0.1419047619047619,0.5190476190476191,0.1998148148148148,0.40158730158730166
