Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.22380952380952382,0.19523809523809527,0.14404761904761904,0.23571428571428574,0.12857142857142856,0.22619047619047622,0.16547619047619047,0.21904761904761907
LwF,0.23015873015873015,0.19285714285714287,0.16785714285714284,0.2285714285714286,0.12380952380952381,0.21904761904761907,0.17394179894179893,0.2134920634920635
iCaRL,0.2698412698412698,0.19285714285714284,0.2845238095238095,0.06904761904761902,0.16666666666666666,0.21904761904761905,0.24034391534391533,0.1603174603174603
EEIL,0.18571428571428572,0.2571428571428572,0.1976190476190476,0.18095238095238098,0.13714285714285715,0.18333333333333335,0.17349206349206348,0.20714285714285716
TPCIL-style,0.2714285714285714,0.17142857142857143,0.275,0.045238095238095244,0.1676190476190476,0.1880952380952381,0.23801587301587301,0.1349206349206349
DOI-style,0.2619047619047619,0.1952380952380952,0.2761904761904762,0.06428571428571428,0.1676190476190476,0.21190476190476187,0.23523809523809525,0.1571428571428571
MV-ACC-CIL,0.24444444444444444,0.3523809523809524,0.2130952380952381,0.33333333333333337,0.1419047619047619,0.5190476190476191,0.1998148148148148,0.40158730158730166
