Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha Min,Alpha Max,Adaptive Weight Mean,Adaptive Weight Min,Adaptive Weight Max,Local RF Consistency Mean,Local RF Consistency Min,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,2100,11,10,0,1.0,10,0.0,0.8866675680671906,0.8566108580647114,0.93,0.93,bounded_adaptive,0.65,0.95,0.9495371580123901,0.7422088980674744,0.9950000047683716,0.2710714340209961,0.10000000149011612,12,2,0.74,133,133,1.0,0.8465456962585449,0.6959965229034424,False,1,1.75,0.3,0.4730360209941864,94,0.045,5
MV-ACC-CIL discovery,R2,Day 3,10,2100,10,10,0,1.0,10,0.0,0.9243565081237007,0.8947779021923445,0.9466666666666667,0.9466666666666667,bounded_adaptive,0.65,0.95,0.9467229843139648,0.7422088980674744,0.9950000047683716,0.2846428453922272,0.10000000149011612,12,0,0.74,40,40,1.0,0.7545424699783325,0.6251415014266968,False,0,1.75,0.3,,94,0.045,5
MV-ACC-CIL discovery,R3,Day 4,10,2100,9,10,0,1.0,10,0.0,0.950255759417046,0.9395045396920416,0.9704761904761905,0.9704761904761905,bounded_adaptive,0.65,0.95,0.94331955909729,0.7564103007316589,0.9950000047683716,0.3006071150302887,0.10000000149011612,12,0,0.74,19,19,1.0,0.7991645932197571,0.6368690729141235,False,1,1.75,0.3,0.5379035472869873,94,0.045,5
