Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.48333333333333334,0.67,0.2974074074074074,0.8,0.25,0.9477777777777778,0.34358024691358025,0.805925925925926
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.5411111111111111,0.6522222222222223,0.3362962962962963,0.6011111111111112,0.23416666666666666,0.9877777777777779,0.3705246913580247,0.7470370370370372
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.8316666666666667,0.10777777777777786,0.7077777777777777,0.17222222222222228,0.5713888888888888,0.17888888888888888,0.7036111111111111,0.152962962962963
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.5222222222222223,0.6155555555555556,0.4614814814814815,0.4977777777777778,0.39222222222222225,0.6788888888888889,0.458641975308642,0.5974074074074075
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.8255555555555556,0.10444444444444445,0.7103703703703703,0.1577777777777778,0.5655555555555556,0.17555555555555558,0.7004938271604938,0.14592592592592593
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.8311111111111111,0.10777777777777786,0.7062962962962963,0.17222222222222228,0.5755555555555556,0.17555555555555558,0.704320987654321,0.1518518518518519
Ours (MV-ACC),SupCon deep/RF graphs + adaptive fusion + HDBSCAN,Prototype enrollment + old-class calibration,0.8533333333333334,0.09333333333333338,0.7718518518518519,0.13111111111111118,0.6327777777777778,0.13888888888888895,0.7526543209876544,0.12111111111111117
