Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
MV-ACC-CIL,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966666323720554
MV-ACC-CIL,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.8055555555555556,0.8877777777777778,0.7233333333333334,0.8877777777777778,0.10888888888888892,0.7841609801010649
MV-ACC-CIL,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.7381481481481481,0.7694444444444445,0.6755555555555556,0.8533333333333334,0.1433333333333333,0.708715494787594
MV-ACC-CIL,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,10,10,3600,0.6236111111111111,0.5548148148148148,0.83,0.7722222222222223,0.22444444444444445,0.5904731100084757
