Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.5040401225968236,0.002913564260278334,0.4400831499144045,0.005988993201683335,0.3881019830028329,0.012139851084493336,0.4440750851713537,0.0070141361821516686
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.5062691557536918,0.0003237293622531112,0.44350696991929567,0.0014567821301392225,0.39169753758988884,0.006636451926189668,0.4471578877542921,0.002805654472860667
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.4995820562830872,0.01472968598251867,0.4955979457079971,0.027355131110391784,0.4569623011549357,0.036581417934606675,0.4840474343820067,0.02622207834250571
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.5236834772917247,-0.018776303010683115,0.46368305209097577,-0.010521204273227558,0.4193724122902593,0.004855940433797334,0.4689129805576533,-0.008147188950037779
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.49916411256617443,0.014891550663645226,0.4944974321349963,0.02784072515377145,0.4559816953584659,0.036581417934606675,0.4832144133532122,0.026437897917341118
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.5022290331568682,0.015700874069278115,0.5,0.030106830689543562,0.4624101111353236,0.03900938815150534,0.48821304809739724,0.02827236430344234
