Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Oversized Split Count,Target Split Enabled,Target Split Count,Target Split Target Clusters,Target Split Max Added,Target Split Silhouette Threshold,Target Split Silhouette Mean,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,11,1,1.1,11,0.0,0.8211427904116365,0.6433316696484536,0.8136968516715353,0.6910094125283999,0.32221221923828125,104,208.0,809,0.6611923955751877,0.0,0.8245506648582439,fixed_alpha,0.7,12,0,0.74,221,221,1.0,0.7420093417167664,0.5252496600151062,False,1,1,True,0,10,4,0.26,,1.75,0.3,0.3539976179599762,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,11,12,2,1.2,12,0.0,0.8730889671935189,0.7964111681425375,0.9292339402267262,0.8323600137409825,0.4095597565174103,130,231.5,379,0.2963824727665422,0.0,0.7672968487361173,fixed_alpha,0.7,12,0,0.74,450,450,1.0,0.7289945483207703,0.5483660697937012,False,1,1,True,0,10,4,0.26,,1.75,0.3,0.4386637210845947,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,8,10,0,1.0,10,0.0,0.7631906408595428,0.575483020210296,0.7475490196078431,0.6168300653594772,0.25161513686180115,120,180.5,454,0.5095537868845594,0.0,0.694481701200548,fixed_alpha,0.7,12,0,0.74,416,416,1.0,0.7011030912399292,0.4853053390979767,False,2,0,True,2,10,4,0.26,0.3805214464664459,1.75,0.3,0.3805214464664459,73,0.03,5,False,0.03
