dim1,dim2,operational_label,is_current_round
1.213566684722900391e+01,2.015591049194335938e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.284470176696777344e+01,1.974530982971191406e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.360161399841308594e+01,1.953132057189941406e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.355270195007324219e+01,1.955668640136718750e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.286927318572998047e+01,1.974028778076171875e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.362343502044677734e+01,1.950871658325195312e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.238482666015625000e+01,2.001438331604003906e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.362293148040771484e+01,1.951478004455566406e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.260148525238037109e+01,1.986921501159667969e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.287664604187011719e+01,1.972081375122070312e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.216193389892578125e+01,2.014360046386718750e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.277067756652832031e+01,1.977578926086425781e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.218178653717041016e+01,2.011509704589843750e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.213352203369140625e+01,2.012851715087890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.358529186248779297e+01,1.953904533386230469e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.335731410980224609e+01,1.963101196289062500e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349900150299072266e+01,1.960009765625000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.350733757019042969e+01,1.959045219421386719e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.361544799804687500e+01,1.951982498168945312e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.217171955108642578e+01,2.012613105773925781e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.347076988220214844e+01,1.959702682495117188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.217219448089599609e+01,2.012450790405273438e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.343969440460205078e+01,1.961465644836425781e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.217929458618164062e+01,2.011586761474609375e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.210559558868408203e+01,2.016937065124511719e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.361862182617187500e+01,1.951994132995605469e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.289052963256835938e+01,1.973634719848632812e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.223991775512695312e+01,2.007363319396972656e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.337195014953613281e+01,1.963346862792968750e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.294244194030761719e+01,1.970000648498535156e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.359947204589843750e+01,1.953539657592773438e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.232089042663574219e+01,2.001629638671875000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.368425083160400391e+01,1.955144882202148438e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.240388870239257812e+01,1.996310806274414062e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.213282489776611328e+01,2.015502738952636719e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.001396179199218750e+00,-1.131655120849609375e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.094623565673828125e+00,-1.141269874572753906e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.772989749908447266e+00,-1.214359569549560547e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.431724071502685547e+00,-1.175892353057861328e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.319674015045166016e+00,-1.164325809478759766e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.034101009368896484e+00,-1.135186290740966797e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.873239040374755859e+00,-1.225229454040527344e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.437279224395751953e+00,-1.176415061950683594e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.268545627593994141e+00,-1.159114837646484375e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.967550754547119141e+00,-1.234747123718261719e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.818583488464355469e+00,-1.219473075866699219e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.858007907867431641e+00,-1.223690605163574219e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.866690635681152344e+00,-1.224602699279785156e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.982182502746582031e+00,-1.129958629608154297e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.348410129547119141e+00,-1.167348766326904297e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.826309204101562500e+00,-1.220308589935302734e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.998236179351806641e+00,-1.131586074829101562e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.442397594451904297e+00,-1.176944446563720703e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.308799743652343750e+00,-1.163268089294433594e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.992730140686035156e+00,-1.131001377105712891e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.397265434265136719e+00,-1.172193813323974609e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.834178924560546875e+00,-1.221201419830322266e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.840527534484863281e+00,-1.221835994720458984e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.380214691162109375e+00,-1.170277404785156250e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.919136047363281250e+00,-1.229820919036865234e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.293028354644775391e+00,-1.161674690246582031e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.944848537445068359e+00,-1.232454586029052734e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.733664512634277344e+00,-1.210496616363525391e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.250536918640136719e+00,-1.157229614257812500e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.017841339111328125e+00,-1.133540344238281250e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.883749485015869141e+00,-1.226348018646240234e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.049430847167968750e+00,-1.136719608306884766e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.993983745574951172e+00,-1.131140708923339844e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.913062572479248047e+00,-1.229294681549072266e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.942257404327392578e+00,-1.232199668884277344e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.766951829195022583e-01,-3.446627616882324219e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.009114861488342285e-01,-3.603728055953979492e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.078225761651992798e-01,-3.479021787643432617e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.981885910034179688e+00,9.976202011108398438e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.850282102823257446e-01,-3.432523250579833984e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.673750817775726318e-02,-3.264652252197265625e+00,2.000000000000000000e+00,0.000000000000000000e+00
9.736023098230361938e-02,-3.265333414077758789e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.032390594482421875e+00,9.918850898742675781e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.313958644866943359e-01,-3.643680334091186523e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.022523880004882812e+00,9.934736251831054688e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.752255707979202271e-01,-3.441219091415405273e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.000060081481933594e+00,9.955062866210937500e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.766104280948638916e-01,-3.692016601562500000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.757722496986389160e-01,-3.442469596862792969e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.668046474456787109e+00,1.066171550750732422e+01,2.000000000000000000e+00,0.000000000000000000e+00
2.814540565013885498e-01,-3.597421884536743164e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.021009445190429688e+00,9.961864471435546875e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.138046503067016602e-01,-3.731779098510742188e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.542030811309814453e-01,-3.550124406814575195e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.493179678916931152e-01,-3.661400794982910156e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.707230687141418457e-01,-3.685894727706909180e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.378439307212829590e-01,-3.501229524612426758e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.034582138061523438e+00,9.920694351196289062e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.004755973815917969e+00,9.955179214477539062e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.864239156246185303e-01,-3.702079534530639648e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.803495228290557861e-01,-3.587275028228759766e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.988191127777099609e+00,9.903331756591796875e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.023468971252441406e+00,9.932390213012695312e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.685317039489746094e-01,-3.683400630950927734e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.068365097045898438e+00,9.886285781860351562e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.401871591806411743e-01,-3.378566741943359375e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.080324172973632812e+00,9.874008178710937500e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.390106856822967529e-01,-3.655194997787475586e+00,2.000000000000000000e+00,0.000000000000000000e+00
8.003557205200195312e+00,9.947697639465332031e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.922807633876800537e-01,-3.599510908126831055e+00,2.000000000000000000e+00,0.000000000000000000e+00
-1.039449119567871094e+01,8.104916572570800781e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.052580261230468750e+01,8.254787445068359375e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.048838233947753906e+01,8.208210945129394531e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.023827552795410156e+01,7.997560024261474609e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.045668792724609375e+01,8.277127265930175781e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.055873584747314453e+01,8.256156921386718750e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.025590801239013672e+01,8.012163162231445312e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.037017345428466797e+01,8.024472236633300781e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.031213569641113281e+01,7.927962303161621094e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.027141952514648438e+01,8.007419586181640625e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.025978660583496094e+01,8.081220626831054688e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.030262660980224609e+01,7.933649539947509766e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.039943790435791016e+01,8.205076217651367188e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.029004287719726562e+01,7.998644351959228516e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.029553604125976562e+01,7.955259799957275391e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.057854366302490234e+01,8.251031875610351562e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.024496364593505859e+01,8.022294998168945312e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.046888446807861328e+01,8.198811531066894531e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.024514102935791016e+01,8.030919075012207031e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.064041614532470703e+01,8.283982276916503906e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.018850898742675781e+01,8.049268722534179688e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.033503150939941406e+01,7.954590320587158203e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.063805198669433594e+01,8.324677467346191406e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.046212482452392578e+01,8.188962936401367188e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.057729816436767578e+01,8.295434951782226562e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.027215003967285156e+01,8.159072875976562500e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.024875640869140625e+01,8.191806793212890625e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.036457061767578125e+01,8.155590057373046875e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.030276012420654297e+01,8.034193038940429688e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.021069145202636719e+01,8.200773239135742188e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.029713821411132812e+01,7.935419559478759766e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.043580436706542969e+01,8.082026481628417969e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.028180980682373047e+01,7.973495483398437500e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.022817420959472656e+01,8.183712005615234375e+00,3.000000000000000000e+00,0.000000000000000000e+00
-1.051716613769531250e+01,8.304787635803222656e+00,3.000000000000000000e+00,0.000000000000000000e+00
