Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN,Recording-Consensus Backend,Recording-Consensus Groups,Recording-Consensus Threshold,Recording-Consensus Accepted Groups,Recording-Consensus Changed Samples,Recording-Consensus Mean Consistency,Recording-Consensus Min Consistency,Refined Filter Kept,Refined Filter Total,Refined Filter Keep Rate,Refined Filter Agreement Rate,Refined Filter Mean Confidence,Refined Filter Fallback Classes
Joint discovery refinement,R1_refined,Day 2,5,980,5,5,0,1.0,1.0,0,5,0.0,0.4818591592766816,0.3958740523869416,0.573469387755102,0.5724489795918367,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.518529289626301, 'silhouette': 0.21740956604480743, 'balance': 0.7447701415082846, 'stability': 1.0, 'cluster_size_cv': 0.3426961478004906}, 'kmeans_graph': {'score': 0.27557539048346225, 'silhouette': 0.11906470358371735, 'balance': 0.6944407012998484, 'stability': 0.28480665300979224, 'cluster_size_cv': 0.44000776182647183}, 'agglomerative_joint': {'score': 0.4433524268030892, 'silhouette': 0.19964902102947235, 'balance': 0.7367234428584616, 'stability': 0.7448031066607481, 'cluster_size_cv': 0.3573614491213073}}",0.21740956604480743,0.3140888512134552,0.6087047457695007,0.427254319190979,0.02856788970530033,1.0,0.3426961478004906,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,25,120,0.7510204081632653,0.35714285714285715,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R2_refined,Day 3,5,980,5,5,0,1.0,1.0,0,5,0.0,0.4569271979698493,0.39777390499589876,0.5714285714285714,0.5683673469387756,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5429830819272881, 'silhouette': 0.2036309391260147, 'balance': 0.9049303270398994, 'stability': 1.0, 'cluster_size_cv': 0.10505745041287462}, 'kmeans_graph': {'score': 0.25082263009765804, 'silhouette': 0.1165735200047493, 'balance': 0.5733682646475258, 'stability': 0.2881341646621631, 'cluster_size_cv': 0.7440797854669255}, 'agglomerative_joint': {'score': 0.4444420894536699, 'silhouette': 0.176288440823555, 'balance': 0.8804704359686975, 'stability': 0.6855574392279005, 'cluster_size_cv': 0.13575647647929884}}",0.2036309391260147,0.2974983751773834,0.6018154621124268,0.41239118576049805,0.030196167528629303,1.0,0.10505745041287462,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,21,95,0.7418367346938776,0.39285714285714285,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R3_refined,Day 4,5,980,5,5,0,1.0,1.0,0,5,0.0,0.5921510816497408,0.48114608918381585,0.610204081632653,0.5867346938775511,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5485071738215174, 'silhouette': 0.2599520981311798, 'balance': 0.7776675992468425, 'stability': 1.0, 'cluster_size_cv': 0.2858964433756563}, 'kmeans_graph': {'score': 0.3233339768848047, 'silhouette': 0.17911021411418915, 'balance': 0.6068570107519689, 'stability': 0.41380782788642745, 'cluster_size_cv': 0.6478346336658115}, 'agglomerative_joint': {'score': 0.49865094286307265, 'silhouette': 0.2529323697090149, 'balance': 0.7156032147821213, 'stability': 0.8656699862667608, 'cluster_size_cv': 0.3974224533136966}}",0.2599520981311798,0.3562803268432617,0.6299759745597839,0.4641875922679901,0.02288820967078209,1.0,0.2858964433756563,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,24,101,0.7846938775510205,0.4642857142857143,980,980,1.0,1.0,1.0,0
