Method,Round,True New Classes,Final Cluster Count,NMI,ARI,Purity,Hungarian Acc,Cross-Day Adapter,Cross-Day Epochs,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN
Stage11-none,R1,5,5,0.14600534119741354,0.10857906872478063,0.4061224489795918,0.38571428571428573,none,0,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5272178762751265, 'silhouette': 0.17967018485069275, 'balance': 0.8919963730362275, 'stability': 1.0, 'cluster_size_cv': 0.12108079161369648}, 'kmeans_graph': {'score': 0.31189049065515345, 'silhouette': 0.10688383132219315, 'balance': 0.7173388021733683, 'stability': 0.4385464919730942, 'cluster_size_cv': 0.3940414166503116}, 'agglomerative_joint': {'score': 0.37819126457289964, 'silhouette': 0.1847536414861679, 'balance': 0.6645638454528425, 'stability': 0.5746559706597549, 'cluster_size_cv': 0.5047463187206442}}",0.17967018485069275,0.2776506841182709,0.5898351073265076,0.39351415634155273,0.03165186196565628,1.0,0.12108079161369648,False
Stage11-none,R2,5,5,0.13704405789890628,0.0842348932151284,0.373469387755102,0.35306122448979593,none,0,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5177002375228126, 'silhouette': 0.17222480475902557, 'balance': 0.8648829745267422, 'stability': 1.0, 'cluster_size_cv': 0.15622578944532095}, 'kmeans_graph': {'score': 0.39864059775840305, 'silhouette': 0.14789249002933502, 'balance': 0.8426661416222452, 'stability': 0.5950659996712788, 'cluster_size_cv': 0.18670960016842034}, 'agglomerative_joint': {'score': 0.40396787932097683, 'silhouette': 0.15387974679470062, 'balance': 0.812836443637515, 'stability': 0.6270669194255539, 'cluster_size_cv': 0.23025979928374224}}",0.17222480475902557,0.27014267444610596,0.586112380027771,0.38611355423927307,0.07763300836086273,1.0,0.15622578944532095,False
Stage11-none,R3,5,5,0.35130548483136587,0.2674295657700909,0.5102040816326531,0.5102040816326531,none,0,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5064857878797204, 'silhouette': 0.1826513260602951, 'balance': 0.7801377927327906, 'stability': 1.0, 'cluster_size_cv': 0.28182483827253285}, 'kmeans_graph': {'score': 0.2616509531245699, 'silhouette': 0.09177550673484802, 'balance': 0.695967299606812, 'stability': 0.28792385799616405, 'cluster_size_cv': 0.4368491171423597}, 'agglomerative_joint': {'score': 0.40902860688050213, 'silhouette': 0.16739872097969055, 'balance': 0.7203931768759061, 'stability': 0.6915226998659644, 'cluster_size_cv': 0.3881308597850012}}",0.1826513260602951,0.28235670924186707,0.5913256406784058,0.39648059010505676,0.07686178386211395,1.0,0.28182483827253285,False
