Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.326984126984127,0.15000000000000002,0.2511904761904762,0.10952380952380958,0.2057142857142857,0.18809523809523815,0.2612962962962963,0.14920634920634926
LwF,0.346031746031746,0.10952380952380958,0.2630952380952381,0.1071428571428572,0.19238095238095237,0.20952380952380956,0.26716931216931217,0.14206349206349211
iCaRL,0.39365079365079364,0.16190476190476194,0.3357142857142857,0.11904761904761907,0.2761904761904762,0.20952380952380956,0.3351851851851852,0.16349206349206352
EEIL,0.353968253968254,0.23571428571428577,0.26785714285714285,0.14523809523809528,0.24476190476190476,0.1428571428571429,0.2888624338624339,0.17460317460317465
TPCIL-style,0.3952380952380952,0.13095238095238093,0.35,0.07380952380952382,0.2714285714285714,0.1880952380952381,0.33888888888888885,0.13095238095238096
DOI-style,0.4095238095238095,0.14523809523809528,0.32857142857142857,0.11190476190476195,0.2838095238095238,0.2047619047619048,0.3406349206349206,0.153968253968254
MV-ACC-CIL,0.3619047619047619,0.1952380952380952,0.33690476190476193,0.1261904761904762,0.2704761904761905,0.24285714285714283,0.3230952380952381,0.1880952380952381
