Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,3081,9,12,2,1.2,12,0.0,0.8096114433626079,0.609684018302255,0.8192145407335281,0.6455696202531646,0.3315747380256653,108,197.0,832,0.7217900683961983,0.8316098797095128,fixed_alpha,0.7,12,0,0.74,184,184,1.0,0.7674257755279541,0.5496270656585693,False,3,1.75,0.3,0.38800010085105896,92,0.03,5
MV-ACC-CIL discovery,R2,Day 3,10,2911,10,9,1,0.9,9,0.0,0.7754813193518695,0.6343097848918887,0.7299896942631399,0.6702164204740639,0.24389781057834625,184,270.0,584,0.43104133695893615,0.6687000450085694,fixed_alpha,0.7,12,1,0.74,777,777,1.0,0.6677278876304626,0.4671240448951721,False,0,1.75,0.3,,87,0.03,5
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,7,3,0.7,7,0.0,0.7843138352392641,0.5966869782914133,0.7091503267973857,0.6613562091503268,0.2509262263774872,125,296.0,756,0.563458423998037,0.8600712298116355,fixed_alpha,0.7,12,0,0.74,117,117,1.0,0.7753411531448364,0.5430232882499695,False,0,1.75,0.3,,73,0.03,5
