Method,Round,Cluster Count,Incremental Pseudo-label Classes,Cluster Count Error,Sample Coverage,Purity,NMI,ARI,Hungarian Acc,Overall Acc,New Acc,Forgetting Rate
MV-ACC-CIL,R1,5,5,0,1.0,0.5489795918367347,0.3914014182682987,0.32895963187988164,0.5489795918367347,0.2492063492063492,0.2571428571428571,0.23333333333333336
MV-ACC-CIL,R2,5,5,0,1.0,0.49387755102040815,0.29227823196704533,0.24518272831232413,0.4897959183673469,0.2892857142857143,0.3619047619047619,0.10476190476190478
MV-ACC-CIL,R3,5,5,0,1.0,0.7142857142857143,0.5958301712696734,0.5484209986272257,0.7142857142857143,0.21142857142857144,0.49523809523809526,0.21904761904761905
