Round,Selected Ratio,Selected Source,Candidate Accepted,Rejected By,Cluster Count Delta,Silhouette Delta,Confidence Delta,Cluster Size CV Delta,Small Cluster Fraction Delta,Partition Agreement ARI,Source,Ratio,Min Cluster Size,Initial Cluster Count,Final Cluster Count,Label-free Silhouette,Raw HDBSCAN Confidence Mean,Cluster Size CV,Small Cluster Fraction
R1,0.03,anchor,False,adds_limited_clusters,5,0.1166619062423706,0.0057103469963933895,-0.05746806082906686,-0.2,0.7421386001870408,anchor,0.03,92,10,10,0.33486640453338623,0.7609880913570187,0.4682374536293432,0.2
R1,0.03,anchor,False,adds_limited_clusters,5,0.1166619062423706,0.0057103469963933895,-0.05746806082906686,-0.2,0.7421386001870408,candidate,0.02,62,12,15,0.45152831077575684,0.7666984383534121,0.41076939280027636,0.0
R2,0.03,anchor,False,adds_limited_clusters,4,0.10353252291679382,0.05892399431206774,0.08093935589128054,0.042857142857142844,0.8313542225912397,anchor,0.03,87,11,10,0.28786712884902954,0.6795700475912044,0.5016621983348285,0.1
R2,0.03,anchor,False,adds_limited_clusters,4,0.10353252291679382,0.05892399431206774,0.08093935589128054,0.042857142857142844,0.8313542225912397,candidate,0.02,58,15,14,0.39139965176582336,0.7384940419032722,0.582601554226109,0.14285714285714285
R3,0.03,anchor,False,adds_limited_clusters;confidence_preserved,3,0.08071872591972351,-0.07073943270555538,-0.05804658324718187,0.01428571428571429,0.7677273896254017,anchor,0.03,73,7,7,0.26440107822418213,0.8670827044878223,0.4608657885832981,0.2857142857142857
R3,0.03,anchor,False,adds_limited_clusters;confidence_preserved,3,0.08071872591972351,-0.07073943270555538,-0.05804658324718187,0.01428571428571429,0.7677273896254017,candidate,0.02,49,10,10,0.34511980414390564,0.7963432717822669,0.4028192053361162,0.3
