Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,10,0,1.0,10,0.0,0.8676462321980101,0.799199368205622,0.893216488153197,0.893216488153197,0.33486640453338623,107,325.5,560,0.4682374536293432,0.2,0.7609880916757346,fixed_alpha,0.7,12,0,0.74,186,186,1.0,0.7726300954818726,0.5980924963951111,False,0,1.75,0.3,,92,0.03,5,True,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,11,10,0,1.0,10,0.0,0.7908749118182183,0.6468462789399749,0.8072827207145311,0.7639986259017519,0.28786712884902954,128,261.5,682,0.5016621983348285,0.1,0.6795700472148986,fixed_alpha,0.7,12,1,0.74,705,705,1.0,0.7218404412269592,0.49271249771118164,False,0,1.75,0.3,,87,0.03,5,True,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,7,3,0.7,7,0.0,0.7527916849144023,0.5307540246575412,0.6658496732026143,0.6147875816993464,0.26440107822418213,127,388.0,633,0.4608657885832981,0.2857142857142857,0.8670827041629677,fixed_alpha,0.7,12,0,0.74,136,136,1.0,0.6612557172775269,0.5492246150970459,False,0,1.75,0.3,,73,0.03,5,True,0.03
