Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Assignment Coverage,Noise Points,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Discovery Backend,Discovery Feature Adapter,GPCC Backend,GPCC Target Clusters,GPCC Selected Candidate,GPCC Candidate Scores,GPCC Silhouette,GPCC Prototype Margin Mean,GPCC Silhouette Confidence Mean,GPCC Confidence Mean,GPCC Confidence Min,GPCC Cluster Stability,GPCC Cluster Size CV,GPCC Uses HDBSCAN,Recording-Consensus Backend,Recording-Consensus Groups,Recording-Consensus Threshold,Recording-Consensus Accepted Groups,Recording-Consensus Changed Samples,Recording-Consensus Mean Consistency,Recording-Consensus Min Consistency,Refined Filter Kept,Refined Filter Total,Refined Filter Keep Rate,Refined Filter Agreement Rate,Refined Filter Mean Confidence,Refined Filter Fallback Classes
Joint discovery refinement,R1_refined,Day 2,5,980,5,5,0,1.0,1.0,0,5,0.0,0.47986031677029833,0.393366804594453,0.5714285714285714,0.5704081632653061,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5179827054114099, 'silhouette': 0.21684277057647705, 'balance': 0.7435959079717375, 'stability': 1.0, 'cluster_size_cv': 0.3448164376369967}, 'kmeans_graph': {'score': 0.2284895545026654, 'silhouette': 0.08236609399318695, 'balance': 0.6772427590472592, 'stability': 0.19095860398784284, 'cluster_size_cv': 0.4765754031933744}, 'agglomerative_joint': {'score': 0.4477600819340931, 'silhouette': 0.20079514384269714, 'balance': 0.739975043799062, 'stability': 0.757310976243189, 'cluster_size_cv': 0.35139692666655276}}",0.21684277057647705,0.31385037302970886,0.6084213852882385,0.4270525276660919,0.047577857971191406,1.0,0.3448164376369967,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,25,120,0.7520408163265305,0.39285714285714285,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R2_refined,Day 3,5,980,5,5,0,1.0,1.0,0,5,0.0,0.45918443713938367,0.40008533873259616,0.5724489795918367,0.5693877551020409,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.542667368193116, 'silhouette': 0.2045489102602005, 'balance': 0.9008273377500283, 'stability': 1.0, 'cluster_size_cv': 0.11009064455978049}, 'kmeans_graph': {'score': 0.2810621653793396, 'silhouette': 0.11925259232521057, 'balance': 0.6766827728331666, 'stability': 0.3205467401353616, 'cluster_size_cv': 0.47779733746309827}, 'agglomerative_joint': {'score': 0.4613823829629313, 'silhouette': 0.19151198863983154, 'balance': 0.8426859434273882, 'stability': 0.7500544021021852, 'cluster_size_cv': 0.18668171434399528}}",0.2045489102602005,0.29870447516441345,0.602274477481842,0.41348084807395935,0.05511564761400223,1.0,0.11009064455978049,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,21,95,0.7408163265306124,0.39285714285714285,980,980,1.0,1.0,1.0,0
Joint discovery refinement,R3_refined,Day 4,5,980,5,5,0,1.0,1.0,0,5,0.0,0.5901342384817568,0.47944668543188396,0.6081632653061224,0.5846938775510204,Recording-Consensus-GPCC,none,graph_prototype_controlled_clustering,5,kmeans_joint,"{'kmeans_joint': {'score': 0.5509759389944296, 'silhouette': 0.26179033517837524, 'balance': 0.784956273231616, 'stability': 1.0, 'cluster_size_cv': 0.2739563133664281}, 'kmeans_graph': {'score': 0.2603755861488717, 'silhouette': 0.1329495757818222, 'balance': 0.5670756719877396, 'stability': 0.29535274028528635, 'cluster_size_cv': 0.7634330820342797}, 'agglomerative_joint': {'score': 0.4945773912846576, 'silhouette': 0.25338253378868103, 'balance': 0.7102993984077373, 'stability': 0.8526284720773423, 'cluster_size_cv': 0.40785702795423767}}",0.26179033517837524,0.35764533281326294,0.6308951377868652,0.4659568667411804,0.052040256559848785,1.0,0.2739563133664281,False,symbol_gpcc_with_selective_recording_consensus,35,0.65,24,103,0.7795918367346939,0.5,980,980,1.0,1.0,1.0,0
