Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.3476190476190476,0.054761904761904734,0.24761904761904763,0.05238095238095236,0.17333333333333334,0.14285714285714285,0.2561904761904762,0.08333333333333331
LwF,0.353968253968254,-0.057142857142857106,0.2785714285714286,0.021428571428571408,0.18761904761904763,0.14523809523809522,0.27338624338624334,0.03650793650793651
iCaRL,0.42063492063492064,0.06428571428571428,0.36547619047619045,0.04047619047619044,0.3,0.11666666666666664,0.362037037037037,0.07380952380952378
EEIL,0.2841269841269841,0.1380952380952381,0.25595238095238093,0.057142857142857106,0.2523809523809524,0.04999999999999999,0.26415343915343914,0.08174603174603173
TPCIL-style,0.4396825396825397,0.023809523809523725,0.37976190476190474,0.026190476190476097,0.2838095238095238,0.1428571428571428,0.3677513227513227,0.06428571428571421
DOI-style,0.3952380952380952,0.07857142857142857,0.35,0.05476190476190479,0.2980952380952381,0.11666666666666664,0.3477777777777778,0.08333333333333333
MV-ACC-CIL,0.38412698412698415,0.16904761904761906,0.29642857142857143,0.1880952380952381,0.24761904761904763,0.2785714285714286,0.3093915343915344,0.2119047619047619
