Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.5009752020061299,0.0009711880867594447,0.4496209342137442,0.014567821301392003,0.40183046415341034,0.04596956943994812,0.4508088667910948,0.020502859609366524
LwF,0.500557258289217,0.0011330527678860003,0.4515774027879677,0.004694075752670668,0.40313793854870345,0.03010683068954345,0.45175753320862944,0.011977986403366706
iCaRL,0.4988854834215659,0.03625768857235345,0.49510882856444116,0.04823567497572023,0.4569623011549357,0.05309161540951762,0.48365220438031425,0.04586165965253044
EEIL,0.5288381164669824,-0.01699579151829078,0.4914404499877721,0.0022661055357720006,0.44780998038788405,0.028164454516024562,0.48936284894754617,0.00447825617783526
TPCIL-style,0.4990247979938702,0.036257688572353564,0.4941305942773294,0.0495305924247329,0.4559816953584659,0.053739074134023956,0.48304569587655516,0.04650911837703681
DOI-style,0.5011145165784341,0.0360958238912269,0.5008559550012228,0.04985432178698601,0.4660056657223796,0.052767886047264456,0.48932537910067886,0.04623934390849246
