Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,10,11,1,1.1,11,0.0,0.8211427904116365,0.6433316696484536,0.8136968516715353,0.6910094125283999,0.32221221923828125,104,208.0,809,0.6611923955751877,0.0,0.8245506648582439,fixed_alpha,0.7,12,0,0.74,221,221,1.0,0.7420093417167664,0.5252496600151062,False,1,1.75,0.3,0.3539976179599762,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,12,13,3,1.3,13,0.0,0.8613746001324789,0.7706847318361335,0.9299209893507385,0.7897629680522157,0.4273811876773834,130,207.0,379,0.34342595630493844,0.0,0.797523772755426,fixed_alpha,0.7,12,0,0.74,362,362,1.0,0.7534402012825012,0.5665465593338013,False,1,1.75,0.3,0.44329947233200073,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,6,6,4,0.6,6,0.0,0.7641780905804597,0.5874179348242963,0.6756535947712419,0.6756535947712419,0.19145013391971588,160,377.5,756,0.4417593281252209,0.16666666666666666,0.7496869541899441,fixed_alpha,0.7,12,0,0.74,307,307,1.0,0.6590766310691833,0.49009969830513,False,0,1.75,0.3,,73,0.03,5,False,0.03
