Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha Min,Alpha Max,Adaptive Weight Mean,Adaptive Weight Min,Adaptive Weight Max,Local RF Consistency Mean,Local RF Consistency Min,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,2100,9,10,0,1.0,10,0.0,0.907073132371483,0.8817258759683722,0.9385714285714286,0.9385714285714286,bounded_adaptive,0.65,0.95,0.9497534036636353,0.7300231456756592,0.9950000047683716,0.272857129573822,0.10000000149011612,12,0,0.74,14,14,1.0,0.8818138837814331,0.7257353067398071,False,1,1.75,0.3,0.47169381380081177,94,0.045,5
MV-ACC-CIL discovery,R2,Day 3,10,2100,10,10,0,1.0,10,0.0,0.9632982705418728,0.960559966721065,0.981904761904762,0.981904761904762,bounded_adaptive,0.65,0.95,0.9420986175537109,0.7448958158493042,0.9950000047683716,0.3101428747177124,0.10000000149011612,12,0,0.74,32,32,1.0,0.7091383934020996,0.558618426322937,False,0,1.75,0.3,,94,0.045,5
MV-ACC-CIL discovery,R3,Day 4,10,2100,10,10,0,1.0,10,0.0,0.9852306103076471,0.9873686703521449,0.9942857142857143,0.9942857142857143,bounded_adaptive,0.65,0.95,0.9361372590065002,0.7300231456756592,0.9950000047683716,0.33939284086227417,0.10000000149011612,12,0,0.74,8,8,1.0,0.6895639896392822,0.5606065392494202,False,0,1.75,0.3,,94,0.045,5
