Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
MV-ACC-CIL + grouped DOI-memory,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,840,0.6452380952380953,0.6452380952380953,,0.6452380952380953,0.0,0.61550926501224
MV-ACC-CIL + grouped DOI-memory,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,1260,0.3261904761904762,0.43452380952380953,0.10952380952380952,0.43452380952380953,0.21071428571428574,0.28490590454063075
MV-ACC-CIL + grouped DOI-memory,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,1680,0.35714285714285715,0.3896825396825397,0.25952380952380955,0.4726190476190476,0.17261904761904767,0.3272444145067459
MV-ACC-CIL + grouped DOI-memory,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,2100,0.3,0.22321428571428573,0.6071428571428571,0.37023809523809526,0.275,0.24974907085270875
