Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1,Eval Granularity,Source Eval Samples,Recording Groups
MV-ACC-CIL + grouped DOI-memory,Initial,Day 1,day1_eval_initial_recording_majority,10,-,-,-,30,0.8,0.8,,0.8,0.0,0.7333333333333333,recording_majority_vote,840,30
MV-ACC-CIL + grouped DOI-memory,After R1,Day 2,eval_r1_recording_majority_15_seen,15,5,5,5,45,0.37777777777777777,0.5333333333333333,0.06666666666666667,0.5333333333333333,0.2666666666666667,0.28858585858585856,recording_majority_vote,1260,45
MV-ACC-CIL + grouped DOI-memory,After R2,Day 3,eval_r2_recording_majority_20_seen,20,5,5,5,60,0.4166666666666667,0.4666666666666667,0.26666666666666666,0.5666666666666667,0.2333333333333334,0.37452380952380954,recording_majority_vote,1680,60
MV-ACC-CIL + grouped DOI-memory,After R3,Day 4,eval_r3_recording_majority_25_seen,25,5,5,5,75,0.3466666666666667,0.23333333333333334,0.8,0.4,0.4,0.26035497835497834,recording_majority_vote,2100,75
