Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,3081,12,15,5,1.5,15,0.0,0.8094059629622241,0.6395087593092459,0.9143135345666992,0.6858162934112301,0.45152831077575684,119,184.0,398,0.41076939280027636,0.7666984383534121,fixed_alpha,0.7,12,0,0.74,258,258,1.0,0.7857857346534729,0.5954113006591797,False,3,1.75,0.3,0.4080824057261149,62,0.02,5
MV-ACC-CIL discovery,R2,Day 3,10,2911,15,14,4,1.4,14,0.0,0.8012604838422052,0.6180209508292487,0.8509103400893164,0.6537272414977671,0.3901970088481903,92,185.0,590,0.5623774075309594,0.714917009064438,fixed_alpha,0.7,12,2,0.74,565,565,1.0,0.7909544110298157,0.5846353769302368,False,1,1.75,0.3,0.35055336356163025,58,0.02,5
MV-ACC-CIL discovery,R3,Day 4,10,2448,10,10,0,1.0,10,0.0,0.8214470757501469,0.6832117957996903,0.8300653594771242,0.7348856209150327,0.35267671942710876,117,266.0,394,0.3894488814265528,0.8001466897292205,fixed_alpha,0.7,12,1,0.74,235,235,1.0,0.7838868498802185,0.5599696636199951,False,1,1.75,0.3,0.33018097281455994,49,0.02,5
