Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
MV-ACC-CIL,Initial,ADS-B known-pool held-out partition,day1_eval_initial_30pct,90,-,-,-,6178,0.6052120427322758,0.6052120427322758,,0.6052120427322758,0.0,0.5536770204747605
MV-ACC-CIL,After R1,ADS-B held-out evaluation after round 1,eval_r1_30pct_100_seen,100,10,15,15,7178,0.5452772359988854,0.5263839430236322,0.662,0.5263839430236322,0.07882809970864357,0.5258127235221256
MV-ACC-CIL,After R2,ADS-B held-out evaluation after round 2,eval_r2_30pct_110_seen,110,10,14,14,8178,0.5086818292981169,0.49777096684313177,0.587,0.49206863062479766,0.11314341210747814,0.5033118982202915
MV-ACC-CIL,After R3,ADS-B held-out evaluation after round 3,eval_r3_30pct_120_seen,120,10,10,10,9178,0.49368054042275006,0.48251406211787723,0.585,0.4805762382648106,0.1246358044674652,0.48272733131214324
