Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Ft-CNN,0.5627777777777778,0.7011111111111111,0.4451851851851852,0.7011111111111111,0.3236111111111111,0.8866666666666667,0.443858024691358,0.762962962962963
LwF,0.6511111111111111,0.5644444444444445,0.4774074074074074,0.5977777777777777,0.35583333333333333,0.8022222222222223,0.494783950617284,0.6548148148148148
iCaRL,0.8872222222222222,0.11444444444444446,0.8196296296296296,0.14888888888888896,0.6280555555555556,0.1955555555555556,0.7783024691358026,0.152962962962963
EEIL,0.6594444444444445,0.518888888888889,0.5074074074074074,0.5344444444444445,0.40944444444444444,0.7377777777777779,0.5254320987654322,0.5970370370370371
TPCIL-style,0.885,0.11555555555555563,0.8166666666666667,0.16333333333333333,0.6225,0.19000000000000006,0.7747222222222222,0.15629629629629635
DOI-style,0.8905555555555555,0.1133333333333334,0.83,0.14,0.6380555555555556,0.18555555555555558,0.7862037037037037,0.14629629629629634
Ours (MV-ACC),0.8055555555555556,0.10888888888888892,0.7459259259259259,0.14888888888888896,0.6327777777777778,0.2188888888888889,0.7280864197530864,0.15888888888888894
