Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,2100,12,10,0,1.0,10,0.0,0.9018688494448991,0.855943115091536,0.92,0.92,fixed_alpha,0.7,12,2,0.74,207,207,1.0,0.8187775611877441,0.6101704835891724,False,0,1.75,0.3,,63,0.03,5
MV-ACC-CIL discovery,R2,Day 3,10,2100,12,11,1,1.1,11,0.0,0.927122956248648,0.9071601487276639,0.9671428571428572,0.9314285714285714,fixed_alpha,0.7,12,1,0.74,32,32,1.0,0.9150183200836182,0.8060343265533447,False,0,1.75,0.3,,63,0.03,5
MV-ACC-CIL discovery,R3,Day 4,10,2100,13,10,0,1.0,10,0.0,0.9762730387315973,0.9750135047857278,0.9885714285714285,0.9885714285714285,fixed_alpha,0.7,12,3,0.74,60,60,1.0,0.7844569087028503,0.6978238821029663,False,0,1.75,0.3,,63,0.03,5
