Method,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,0.48833333333333334,0.7055555555555556,0.3337037037037037,0.7533333333333334,0.2777777777777778,0.898888888888889,0.366604938271605,0.785925925925926
Deep-HDBSCAN + LwF,0.5733333333333334,0.5022222222222222,0.37555555555555553,0.6211111111111112,0.2652777777777778,0.798888888888889,0.4047222222222222,0.6407407407407408
Deep-HDBSCAN + iCaRL,0.7883333333333333,0.1266666666666667,0.6807407407407408,0.1988888888888889,0.5202777777777777,0.22444444444444445,0.6631172839506173,0.18333333333333335
Deep-HDBSCAN + EEIL,0.5555555555555556,0.48444444444444446,0.44,0.49555555555555564,0.3136111111111111,0.7155555555555556,0.4363888888888889,0.5651851851851852
Deep-HDBSCAN + TPCIL-style,0.7838888888888889,0.1266666666666667,0.6662962962962963,0.23777777777777787,0.5027777777777778,0.24555555555555564,0.6509876543209877,0.2033333333333334
Deep-HDBSCAN + DOI-style,0.7861111111111111,0.12555555555555564,0.6833333333333333,0.19444444444444453,0.5258333333333334,0.22111111111111115,0.6650925925925927,0.18037037037037043
Ours (MV-ACC),0.8055555555555556,0.10888888888888892,0.7459259259259259,0.14888888888888896,0.6327777777777778,0.2188888888888889,0.7280864197530864,0.15888888888888894
