Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha Min,Alpha Max,Adaptive Weight Mean,Adaptive Weight Min,Adaptive Weight Max,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,10,350,12,10,0,1.0,10,0.0,0.9177525982964461,0.8906723897946268,0.9457142857142857,0.9457142857142857,bounded_adaptive,0.65,0.95,0.7955154776573181,0.6499999761581421,0.949999988079071,12,3,0.78,8,8,1.0,0.886642336845398,0.8413742780685425,False,1,1.75,0.3,0.47249069809913635,10,0.02857142857142857,5
MV-ACC-CIL discovery,R2,Day 3,10,350,12,11,1,1.1,11,0.0,0.9466349357982624,0.9202293972505784,0.9771428571428571,0.9342857142857143,bounded_adaptive,0.65,0.95,0.7984533905982971,0.6499999761581421,0.949999988079071,12,1,0.78,0,0,1.0,,,False,0,1.75,0.3,,10,0.02857142857142857,5
MV-ACC-CIL discovery,R3,Day 4,10,350,10,10,0,1.0,10,0.0,0.8896660413947847,0.8033551592538133,0.8885714285714286,0.8885714285714286,bounded_adaptive,0.65,0.95,0.8032302856445312,0.6499999761581421,0.949999988079071,12,0,0.78,10,10,1.0,0.8615854382514954,0.7512432932853699,False,0,1.75,0.3,,10,0.02857142857142857,5
