Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.31746031746031744,0.0976190476190476,0.23214285714285715,0.10476190476190472,0.1961904761904762,0.08809523809523806,0.24859788359788362,0.0968253968253968
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.31587301587301586,0.0976190476190476,0.23452380952380952,0.0976190476190476,0.17333333333333334,0.1595238095238095,0.24124338624338626,0.11825396825396824
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.3746031746031746,0.04761904761904756,0.32857142857142857,0.01904761904761898,0.2580952380952381,0.1071428571428571,0.32042328042328044,0.057936507936507876
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.30158730158730157,0.12142857142857139,0.22976190476190475,0.10714285714285715,0.20285714285714285,0.06904761904761902,0.24473544973544972,0.09920634920634919
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.3761904761904762,0.02619047619047621,0.33214285714285713,-0.004761904761904745,0.25523809523809526,0.09761904761904766,0.3211904761904762,0.03968253968253971
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.3746031746031746,0.04761904761904756,0.32857142857142857,0.021428571428571352,0.2542857142857143,0.11666666666666664,0.31915343915343913,0.06190476190476185
MV-ACC-CIL,SupCon deep/RF graphs + adaptive fusion + HDBSCAN,Network replay + distillation,0.39365079365079364,0.1738095238095238,0.2976190476190476,0.18333333333333335,0.25523809523809526,0.2785714285714286,0.3155026455026455,0.2119047619047619
